N,age,FeH,Mini,Mf,logL,logT,logg,phase,G_EDR3,GBP_EDR3,GRP_EDR3,age_WD,disk_label
2.6760488110686216e-05,13.0,-2.7,0.6632337,0.663,-0.287,3.7708,4.582,1.0,5.478,5.766,5.01,nan,2
2.6161365675167968e-05,13.0,-2.7,0.6723181,0.672,-0.24,3.7757,4.56,1.0,5.363,5.642,4.905,nan,2
2.0304137310802903e-05,13.0,-2.7,0.68037981,0.68,-0.197,3.7801,4.54,1.0,5.257,5.529,4.808,nan,2
2.5303630446425833e-05,13.0,-2.7,0.68819046,0.688,-0.153,3.7843,4.518,1.0,5.151,5.414,4.712,nan,2
1.4618723704203328e-05,13.0,-2.7,0.69743532,0.697,-0.099,3.7893,4.489,1.0,5.018,5.272,4.59,nan,2
5.250250114335579e-06,13.0,-2.7,0.69999999,0.7,-0.084,3.7906,4.481,1.0,4.98,5.232,4.555,nan,2
1.2021258803624285e-05,13.0,-2.7,0.70172268,0.701,-0.073,3.7915,4.475,1.0,4.954,5.204,4.531,nan,2
1.8267596823689854e-05,13.0,-2.7,0.70992231,0.709,-0.02,3.7956,4.444,1.0,4.823,5.067,4.41,nan,2
2.3722399532280402e-05,13.0,-2.7,0.71696198,0.716,0.028,3.7991,4.414,1.0,4.705,4.942,4.299,nan,2
1.5836728484379742e-05,13.0,-2.7,0.72377968,0.723,0.077,3.8023,4.381,1.0,4.581,4.812,4.183,nan,2
1.6887478347093756e-05,13.0,-2.7,0.73059577,0.73,0.131,3.8054,4.343,1.0,4.446,4.672,4.055,nan,2
2.275746772647318e-05,13.0,-2.7,0.73846924,0.738,0.2,3.8087,4.293,1.0,4.274,4.495,3.891,nan,2
1.285637037831649e-05,13.0,-2.7,0.74582607,0.745,0.272,3.8113,4.235,1.0,4.094,4.31,3.717,nan,2
7.4743442037235644e-06,13.0,-2.7,0.75,0.749,0.316,3.8124,4.198,1.0,3.981,4.195,3.608,nan,2
7.2971920150989366e-06,13.0,-2.7,0.75259757,0.752,0.344,3.8132,4.174,1.0,3.911,4.123,3.539,nan,2
5.983971747987312e-06,13.0,-2.7,0.75667745,0.756,0.393,3.8137,4.131,1.0,3.789,4.0,3.419,nan,2
5.615193113445074e-06,13.0,-2.7,0.75807333,0.757,0.411,3.8134,4.111,1.0,3.742,3.953,3.371,nan,2
6.978178018089823e-06,13.0,-2.7,0.76186705,0.761,0.466,3.8114,4.051,1.0,3.604,3.818,3.23,nan,2
3.4519220517975205e-06,13.0,-2.7,0.76452261,0.763,0.508,3.8087,3.999,1.0,3.495,3.713,3.116,nan,2
1.2068168825408651e-06,13.0,-2.7,0.76508898,0.764,0.518,3.808,3.987,1.0,3.471,3.69,3.091,nan,2
2.5928718655727854e-06,13.0,-2.7,0.76564902,0.764,0.529,3.8068,3.972,2.0,3.443,3.664,3.06,nan,2
3.528655061823621e-06,13.0,-2.7,0.76753294,0.766,0.569,3.8013,3.91,2.0,3.34,3.569,2.946,nan,2
2.7285967128541814e-06,13.0,-2.7,0.76897502,0.768,0.606,3.7946,3.848,2.0,3.248,3.487,2.84,nan,2
2.1652744103361344e-06,13.0,-2.7,0.77010483,0.769,0.639,3.7867,3.784,2.0,3.163,3.416,2.738,nan,2
1.7605266233634382e-06,13.0,-2.7,0.77101594,0.769,0.67,3.7783,3.719,2.0,3.085,3.352,2.643,nan,2
1.5119226048749204e-06,13.0,-2.7,0.77178049,0.77,0.699,3.7702,3.658,2.0,3.011,3.292,2.553,nan,2
1.3375152552464092e-06,13.0,-2.7,0.77245498,0.771,0.73,3.7627,3.598,2.0,2.935,3.228,2.461,nan,2
1.2516564081887828e-06,13.0,-2.7,0.77305353,0.771,0.764,3.7561,3.538,2.0,2.851,3.157,2.364,nan,2
1.1143789123905013e-06,13.0,-2.7,0.7736463,0.772,0.806,3.7504,3.473,2.0,2.746,3.062,2.246,nan,2
8.276889515888298e-07,13.0,-2.7,0.77411419,0.772,0.846,3.7466,3.418,2.0,2.646,2.97,2.139,nan,2
6.368179684142804e-07,13.0,-2.7,0.77443409,0.773,0.877,3.7444,3.379,2.0,2.571,2.899,2.059,nan,2
6.949922753356265e-07,13.0,-2.7,0.77472031,0.773,0.907,3.7428,3.343,3.0,2.497,2.828,1.982,nan,2
7.913786021722015e-07,13.0,-2.7,0.77509558,0.773,0.948,3.7409,3.294,3.0,2.395,2.73,1.876,nan,2
7.700426565229498e-07,13.0,-2.7,0.77547354,0.773,0.992,3.739,3.243,3.0,2.287,2.625,1.764,nan,2
7.771702724906913e-07,13.0,-2.7,0.77583563,0.774,1.036,3.7374,3.192,3.0,2.177,2.518,1.651,nan,2
7.36371174372921e-07,13.0,-2.7,0.77622044,0.774,1.086,3.7357,3.135,3.0,2.052,2.396,1.523,nan,2
6.758956940716231e-07,13.0,-2.7,0.77654332,0.774,1.132,3.7343,3.084,3.0,1.94,2.287,1.408,nan,2
6.734192377202388e-07,13.0,-2.7,0.77687001,0.774,1.181,3.7328,3.029,3.0,1.818,2.167,1.283,nan,2
6.025905050274204e-07,13.0,-2.7,0.77719051,0.775,1.234,3.7312,2.97,3.0,1.687,2.038,1.149,nan,2
5.287234309289795e-07,13.0,-2.7,0.77744913,0.775,1.281,3.7297,2.917,3.0,1.571,1.925,1.031,nan,2
4.92814813840027e-07,13.0,-2.7,0.77769864,0.775,1.33,3.7283,2.862,3.0,1.45,1.807,0.907,nan,2
4.4449269916006474e-07,13.0,-2.7,0.77792275,0.775,1.378,3.7268,2.809,3.0,1.331,1.69,0.785,nan,2
4.0040553294595053e-07,13.0,-2.7,0.77812582,0.775,1.426,3.7253,2.755,3.0,1.213,1.575,0.664,nan,2
3.6803471064383205e-07,13.0,-2.7,0.77830756,0.775,1.472,3.7238,2.702,3.0,1.097,1.462,0.546,nan,2
3.378177810508588e-07,13.0,-2.7,0.77847952,0.775,1.521,3.7223,2.647,3.0,0.977,1.345,0.423,nan,2
3.0004661905952673e-07,13.0,-2.7,0.77863222,0.775,1.568,3.7207,2.594,3.0,0.86,1.231,0.303,nan,2
2.691117252300947e-07,13.0,-2.7,0.77876788,0.775,1.614,3.7192,2.541,3.0,0.747,1.121,0.187,nan,2
2.478329301136311e-07,13.0,-2.7,0.77889085,0.775,1.66,3.7176,2.49,3.0,0.635,1.012,0.072,nan,2
2.258153602034953e-07,13.0,-2.7,0.77900606,0.775,1.706,3.7161,2.437,3.0,0.52,0.901,-0.046,nan,2
2.037457638992859e-07,13.0,-2.7,0.77910787,0.774,1.751,3.7144,2.386,3.0,0.41,0.793,-0.16,nan,2
1.8760717650305456e-07,13.0,-2.7,0.77920187,0.774,1.796,3.7129,2.334,3.0,0.298,0.685,-0.275,nan,2
1.69554017810139e-07,13.0,-2.7,0.77928817,0.774,1.841,3.7113,2.283,3.0,0.187,0.578,-0.389,nan,2
1.534986726441481e-07,13.0,-2.7,0.77936482,0.774,1.885,3.7097,2.233,3.0,0.081,0.475,-0.5,nan,2
1.4463337511892544e-07,13.0,-2.7,0.77943569,0.773,1.928,3.7081,2.183,3.0,-0.026,0.372,-0.609,nan,2
1.3155393968529926e-07,13.0,-2.7,0.77950382,0.773,1.973,3.7065,2.131,3.0,-0.137,0.265,-0.724,nan,2
1.1672641741593173e-07,13.0,-2.7,0.77956212,0.773,2.015,3.7048,2.082,3.0,-0.239,0.166,-0.83,nan,2
1.0965082784180171e-07,13.0,-2.7,0.779616,0.772,2.057,3.7032,2.034,3.0,-0.342,0.067,-0.936,nan,2
1.0034850860770152e-07,13.0,-2.7,0.7796675,0.772,2.101,3.7017,1.984,3.0,-0.448,-0.036,-1.046,nan,2
9.054673599169687e-08,13.0,-2.7,0.77971244,0.771,2.141,3.7,1.936,3.0,-0.548,-0.131,-1.15,nan,2
8.937093948891598e-08,13.0,-2.7,0.77975452,0.771,2.182,3.6984,1.888,3.0,-0.648,-0.227,-1.254,nan,2
9.6134370699529e-08,13.0,-2.7,0.77979833,0.77,2.223,3.6969,1.841,3.0,-0.747,-0.322,-1.356,nan,2
7.070386934768872e-08,13.0,-2.7,0.77984691,0.769,2.253,3.6957,1.806,3.0,-0.821,-0.393,-1.433,nan,2
2.5794686109199752e-08,13.0,-2.7,0.77986628,0.769,2.249,3.696,1.811,3.0,-0.811,-0.383,-1.422,nan,2
3.708441359173333e-08,13.0,-2.7,0.7798717,0.769,2.255,3.6958,1.804,3.0,-0.827,-0.399,-1.439,nan,2
6.313923167037655e-08,13.0,-2.7,0.77990192,0.768,2.295,3.6941,1.756,3.0,-0.925,-0.492,-1.541,nan,2
5.861293539891808e-08,13.0,-2.7,0.77993238,0.768,2.338,3.6924,1.707,3.0,-1.029,-0.592,-1.649,nan,2
5.339989072716772e-08,13.0,-2.7,0.77995825,0.767,2.377,3.6907,1.661,3.0,-1.123,-0.681,-1.748,nan,2
5.1225187461271075e-08,13.0,-2.7,0.7799837,0.766,2.418,3.6889,1.612,3.0,-1.222,-0.775,-1.85,nan,2
4.6386732825833523e-08,13.0,-2.7,0.78000748,0.765,2.458,3.6873,1.565,3.0,-1.32,-0.869,-1.953,nan,2
4.263470000853011e-08,13.0,-2.7,0.78002828,0.765,2.496,3.6856,1.519,3.0,-1.412,-0.955,-2.05,nan,2
4.005827385367475e-08,13.0,-2.7,0.78004885,0.764,2.537,3.6837,1.471,3.0,-1.51,-1.046,-2.154,nan,2
3.642036012311691e-08,13.0,-2.7,0.78006715,0.763,2.575,3.6821,1.425,3.0,-1.603,-1.131,-2.253,nan,2
3.432830208560959e-08,13.0,-2.7,0.78008419,0.762,2.613,3.6804,1.38,3.0,-1.695,-1.214,-2.352,nan,2
3.477144738404609e-08,13.0,-2.7,0.78010046,0.76,2.652,3.6786,1.333,3.0,-1.788,-1.297,-2.452,nan,2
3.250419236793813e-08,13.0,-2.7,0.78011793,0.759,2.697,3.6766,1.28,3.0,-1.895,-1.393,-2.567,nan,2
2.94846209148751e-08,13.0,-2.7,0.780132,0.757,2.736,3.6747,1.232,3.0,-1.986,-1.472,-2.668,nan,2
2.73307286493437e-08,13.0,-2.7,0.78014654,0.756,2.778,3.6727,1.181,3.0,-2.086,-1.56,-2.778,nan,2
2.487797094985e-08,13.0,-2.7,0.78015852,0.754,2.816,3.671,1.135,3.0,-2.175,-1.636,-2.876,nan,2
2.297141559549959e-08,13.0,-2.7,0.78017068,0.752,2.857,3.6688,1.084,3.0,-2.269,-1.714,-2.982,nan,2
2.1374031379667755e-08,13.0,-2.7,0.78018081,0.75,2.894,3.6672,1.04,3.0,-2.353,-1.785,-3.076,nan,2
2.2054207884500143e-08,13.0,-2.7,0.78019142,0.748,2.934,3.665,0.99,3.0,-2.445,-1.858,-3.181,nan,2
2.014765252969207e-08,13.0,-2.7,0.78020221,0.745,2.978,3.6628,0.935,3.0,-2.544,-1.935,-3.295,nan,2
1.676738141510032e-08,13.0,-2.7,0.78021097,0.743,3.017,3.6608,0.888,3.0,-2.629,-1.999,-3.394,nan,2
1.5726505248510378e-08,13.0,-2.7,0.78021848,0.74,3.051,3.659,0.844,3.0,-2.704,-2.053,-3.483,nan,2
1.615934484239061e-08,13.0,-2.7,0.78022623,0.737,3.089,3.6571,0.797,3.0,-2.786,-2.117,-3.578,nan,2
1.504632874344916e-08,13.0,-2.7,0.78023416,0.734,3.13,3.6548,0.745,3.0,-2.876,-2.189,-3.679,nan,2
1.3758115666364722e-08,13.0,-2.7,0.78024083,0.73,3.167,3.6529,0.698,3.0,-2.956,-2.253,-3.77,nan,2
1.3335581776811922e-08,13.0,-2.7,0.78024751,0.726,3.205,3.6508,0.65,3.0,-3.039,-2.319,-3.865,nan,2
8.234257990340174e-09,13.0,-2.7,0.78025377,0.722,3.24,3.6489,0.604,3.0,-3.115,-2.378,-3.951,nan,2
1.7828868992175784e-09,13.0,-2.7,0.7802555,0.721,3.249,3.6484,0.593,3.0,-3.135,-2.394,-3.973,nan,2
1.2263788495180193e-09,13.0,-2.7,0.7802555,0.721,1.636,3.9762,3.516,4.0,0.853,0.856,0.844,nan,2
4.422177851980569e-08,13.0,-2.7,0.78025669,0.721,1.643,3.9722,3.494,4.0,0.819,0.824,0.805,nan,2
8.704198121126388e-08,13.0,-2.7,0.78029841,0.721,1.663,3.962,3.433,4.0,0.729,0.739,0.704,nan,2
8.9505044615085e-08,13.0,-2.7,0.78034115,0.721,1.664,3.9614,3.43,4.0,0.723,0.734,0.697,nan,2
9.1153957353927e-08,13.0,-2.7,0.78038526,0.721,1.664,3.9612,3.429,4.0,0.722,0.733,0.697,nan,2
9.146312849290322e-08,13.0,-2.7,0.7804296,0.721,1.664,3.9609,3.428,4.0,0.721,0.732,0.695,nan,2
9.201963654214513e-08,13.0,-2.7,0.78047401,0.721,1.664,3.9601,3.424,4.0,0.717,0.729,0.69,nan,2
9.324601539166314e-08,13.0,-2.7,0.78051889,0.721,1.665,3.9591,3.42,4.0,0.712,0.724,0.684,nan,2
9.380252344136272e-08,13.0,-2.7,0.78056449,0.721,1.665,3.9576,3.413,4.0,0.705,0.718,0.674,nan,2
9.12776258095175e-08,13.0,-2.7,0.78060991,0.721,1.666,3.9559,3.405,4.0,0.696,0.71,0.664,nan,2
8.94329046827335e-08,13.0,-2.7,0.78065306,0.721,1.668,3.9538,3.395,4.0,0.685,0.7,0.649,nan,2
8.894853656584312e-08,13.0,-2.7,0.78069669,0.721,1.67,3.9513,3.384,4.0,0.671,0.689,0.633,nan,2
8.826836006078188e-08,13.0,-2.7,0.78073937,0.721,1.672,3.9484,3.37,4.0,0.656,0.675,0.614,nan,2
8.716564966662554e-08,13.0,-2.7,0.78078234,0.721,1.674,3.9452,3.355,4.0,0.64,0.661,0.593,nan,2
8.772215771586743e-08,13.0,-2.7,0.78082395,0.722,1.677,3.9415,3.338,4.0,0.621,0.645,0.569,nan,2
8.912373354444376e-08,13.0,-2.7,0.78086746,0.722,1.68,3.9372,3.318,4.0,0.6,0.628,0.542,nan,2
9.256583888683076e-08,13.0,-2.7,0.78091043,0.722,1.683,3.9326,3.296,4.0,0.578,0.61,0.512,nan,2
9.293684425314457e-08,13.0,-2.7,0.78095728,0.722,1.687,3.9272,3.27,4.0,0.554,0.59,0.479,nan,2
9.042225232631329e-08,13.0,-2.7,0.78100061,0.722,1.691,3.9214,3.242,4.0,0.53,0.571,0.444,nan,2
9.042225232608447e-08,13.0,-2.7,0.78104502,0.722,1.696,3.9151,3.213,4.0,0.505,0.553,0.408,nan,2
8.91340392487712e-08,13.0,-2.7,0.78108835,0.722,1.701,3.9084,3.181,4.0,0.48,0.535,0.369,nan,2
5.307437878741184e-08,13.0,-2.7,0.78113151,0.722,1.706,3.9014,3.148,4.0,0.456,0.519,0.329,nan,2
3.009265748712715e-08,13.0,-2.7,0.78113985,0.722,1.707,3.9,3.141,4.0,0.451,0.516,0.321,nan,2
6.610078942547636e-08,13.0,-2.7,0.78116071,0.722,1.71,3.8967,3.126,4.0,0.441,0.51,0.304,nan,2
8.716564966685437e-08,13.0,-2.7,0.78120399,0.722,1.715,3.8897,3.092,4.0,0.42,0.498,0.265,nan,2
8.605263356768408e-08,13.0,-2.7,0.78124529,0.722,1.72,3.8823,3.058,4.0,0.401,0.49,0.228,nan,2
8.587743658931227e-08,13.0,-2.7,0.78128749,0.722,1.726,3.8745,3.02,4.0,0.383,0.483,0.19,nan,2
8.465105773956542e-08,13.0,-2.7,0.78132862,0.722,1.732,3.8663,2.982,4.0,0.365,0.477,0.151,nan,2
8.532092853984155e-08,13.0,-2.7,0.78136963,0.722,1.738,3.8582,2.943,4.0,0.349,0.473,0.114,nan,2
8.623813625084098e-08,13.0,-2.7,0.78141141,0.722,1.745,3.8498,2.903,4.0,0.333,0.471,0.078,nan,2
8.563009967836012e-08,13.0,-2.7,0.78145331,0.722,1.751,3.8414,2.863,4.0,0.318,0.468,0.042,nan,2
8.53827627676368e-08,13.0,-2.7,0.7814945,0.722,1.758,3.8334,2.824,4.0,0.304,0.466,0.008,nan,2
8.826836006101073e-08,13.0,-2.7,0.78153616,0.722,1.765,3.825,2.783,4.0,0.288,0.464,-0.028,nan,2
8.766032348830101e-08,13.0,-2.7,0.78158015,0.722,1.774,3.8149,2.734,4.0,0.269,0.461,-0.07,nan,2
7.80760181926235e-08,13.0,-2.7,0.78162122,0.722,1.784,3.8053,2.686,4.0,0.25,0.458,-0.113,nan,2
5.847456800784589e-08,13.0,-2.7,0.78165591,0.722,1.795,3.795,2.633,4.0,0.228,0.454,-0.16,nan,2
3.875975507157639e-08,13.0,-2.7,0.78167796,0.722,1.81,3.785,2.579,4.0,0.197,0.441,-0.214,nan,2
2.5619981682706472e-08,13.0,-2.7,0.78169352,0.722,1.823,3.7772,2.535,4.0,0.172,0.43,-0.257,nan,2
1.670554718707624e-08,13.0,-2.7,0.78170282,0.722,1.838,3.77,2.491,4.0,0.14,0.411,-0.305,nan,2
1.22225656780993e-08,13.0,-2.7,0.78170973,0.722,1.849,3.7643,2.457,4.0,0.115,0.397,-0.342,nan,2
9.398802612291778e-09,13.0,-2.7,0.78171468,0.722,1.863,3.7586,2.42,4.0,0.084,0.376,-0.386,nan,2
7.67774994109828e-09,13.0,-2.7,0.78171885,0.723,1.879,3.753,2.382,4.0,0.05,0.353,-0.433,nan,2
5.647526131157379e-09,13.0,-2.7,0.78172213,0.723,1.901,3.7465,2.334,4.0,0.001,0.316,-0.497,nan,2
3.740970776578137e-09,13.0,-2.7,0.78172433,0.723,1.923,3.7408,2.289,4.0,-0.049,0.277,-0.559,nan,2
2.277560720893058e-09,13.0,-2.7,0.78172576,0.723,1.948,3.7355,2.243,4.0,-0.107,0.23,-0.628,nan,2
1.4737157604701753e-09,13.0,-2.7,0.78172654,0.723,1.971,3.7317,2.205,7.0,-0.161,0.183,-0.691,nan,2
1.473715760699008e-09,13.0,-2.7,0.78172719,0.723,2.001,3.728,2.16,7.0,-0.232,0.12,-0.77,nan,2
1.597384215831837e-09,13.0,-2.7,0.78172797,0.723,2.037,3.7241,2.108,7.0,-0.319,0.041,-0.865,nan,2
1.5355499880365897e-09,13.0,-2.7,0.78172874,0.723,2.075,3.7206,2.056,7.0,-0.411,-0.043,-0.965,nan,2
1.8447211270128257e-09,13.0,-2.7,0.78172946,0.723,2.113,3.7174,2.005,7.0,-0.502,-0.127,-1.063,nan,2
3.2566026594589213e-09,13.0,-2.7,0.78173053,0.723,2.146,3.715,1.963,7.0,-0.582,-0.201,-1.148,nan,2
5.534163380351981e-09,13.0,-2.7,0.78173262,0.723,2.147,3.7152,1.963,7.0,-0.583,-0.203,-1.149,nan,2
2.4506965583765017e-08,13.0,-2.7,0.7817359,0.723,2.136,3.716,1.977,7.0,-0.557,-0.178,-1.121,nan,2
3.469930745192341e-08,13.0,-2.7,0.7817564,0.723,2.15,3.7143,1.956,7.0,-0.592,-0.21,-1.16,nan,2
3.359659705753823e-08,13.0,-2.7,0.78176957,0.723,2.186,3.7116,1.909,7.0,-0.677,-0.288,-1.251,nan,2
3.6368831600106765e-08,13.0,-2.7,0.781789,0.723,2.238,3.708,1.843,7.0,-0.804,-0.407,-1.387,nan,2
3.096864237967271e-08,13.0,-2.7,0.78180486,0.723,2.281,3.7053,1.789,7.0,-0.907,-0.503,-1.496,nan,2
2.751623133227178e-08,13.0,-2.7,0.78181905,0.723,2.323,3.7028,1.737,7.0,-1.008,-0.598,-1.603,nan,2
2.4383297128403355e-08,13.0,-2.7,0.78183156,0.723,2.364,3.7003,1.686,7.0,-1.109,-0.692,-1.71,nan,2
2.155953406282466e-08,13.0,-2.7,0.78184271,0.723,2.406,3.698,1.635,7.0,-1.209,-0.787,-1.816,nan,2
1.8983107907969298e-08,13.0,-2.7,0.78185248,0.723,2.448,3.6956,1.584,7.0,-1.31,-0.881,-1.922,nan,2
1.7138386781185306e-08,13.0,-2.7,0.78186113,0.723,2.489,3.6934,1.534,7.0,-1.408,-0.973,-2.026,nan,2
1.5664671020715133e-08,13.0,-2.7,0.78186911,0.723,2.53,3.6911,1.484,7.0,-1.507,-1.066,-2.131,nan,2
1.443829217119711e-08,13.0,-2.7,0.78187633,0.723,2.571,3.6889,1.434,7.0,-1.605,-1.157,-2.234,nan,2
1.357261298297898e-08,13.0,-2.7,0.78188312,0.723,2.612,3.6866,1.384,7.0,-1.703,-1.248,-2.339,nan,2
1.2779073727570026e-08,13.0,-2.7,0.7818895,0.723,2.653,3.6844,1.334,7.0,-1.801,-1.338,-2.444,nan,2
1.2160731450075222e-08,13.0,-2.7,0.78189552,0.723,2.693,3.6822,1.284,7.0,-1.899,-1.425,-2.551,nan,2
1.1666057628628572e-08,13.0,-2.7,0.7819013,0.723,2.734,3.68,1.234,7.0,-1.997,-1.511,-2.657,nan,2
1.0687015689833878e-08,13.0,-2.7,0.78190684,0.723,2.776,3.6777,1.184,7.0,-2.094,-1.596,-2.765,nan,2
9.151465701568457e-09,13.0,-2.7,0.78191167,0.723,2.818,3.6754,1.133,7.0,-2.193,-1.679,-2.874,nan,2
7.67774994109828e-09,13.0,-2.7,0.78191572,0.723,2.859,3.6731,1.082,7.0,-2.288,-1.759,-2.981,nan,2
6.513205319146676e-09,13.0,-2.7,0.78191912,0.723,2.9,3.6708,1.032,7.0,-2.382,-1.837,-3.087,nan,2
6.080365725266443e-09,13.0,-2.7,0.78192204,0.723,2.937,3.6686,0.986,7.0,-2.467,-1.905,-3.185,nan,2
5.6578318357136415e-09,13.0,-2.7,0.78192502,0.723,2.977,3.6663,0.937,7.0,-2.555,-1.973,-3.287,nan,2
5.286826469399823e-09,13.0,-2.7,0.78192753,0.723,3.014,3.6641,0.892,7.0,-2.636,-2.034,-3.383,nan,2
2.8855972933739363e-09,13.0,-2.7,0.78193015,0.723,3.055,3.6617,0.841,7.0,-2.726,-2.099,-3.49,nan,2
3.7100536631381787e-10,13.0,-2.7,0.78193033,0.723,3.068,3.6609,0.825,7.0,-2.753,-2.117,-3.523,nan,2
3.6069966152872163e-10,13.0,-2.7,0.78193051,0.723,3.088,3.6596,0.799,7.0,-2.796,-2.146,-3.575,nan,2
3.6069966175755427e-10,13.0,-2.7,0.78193068,0.723,3.117,3.6578,0.763,7.0,-2.857,-2.187,-3.649,nan,2
4.3283959410906504e-10,13.0,-2.7,0.78193086,0.723,3.15,3.6557,0.722,7.0,-2.928,-2.242,-3.73,nan,2
6.183422770371414e-10,13.0,-2.7,0.7819311,0.723,3.187,3.6533,0.675,7.0,-3.007,-2.303,-3.821,nan,2
7.420107326276357e-10,13.0,-2.7,0.78193146,0.723,3.22,3.6511,0.633,7.0,-3.078,-2.356,-3.903,nan,2
4.3283959410906504e-10,13.0,-2.7,0.78193182,0.723,3.237,3.65,0.612,7.0,-3.115,-2.384,-3.946,nan,2
1.2366845513282915e-10,13.0,-2.7,0.78193188,0.723,3.237,3.6479,0.603,8.0,-3.103,-2.361,-3.942,nan,2
1.8550268338574157e-10,13.0,-2.7,0.78193194,0.721,3.015,3.6618,0.88,8.0,-2.628,-2.005,-3.388,nan,2
2.9886543396230705e-10,13.0,-2.7,0.78193206,0.718,2.855,3.6714,1.076,8.0,-2.273,-1.734,-2.975,nan,2
4.843681168903834e-10,13.0,-2.7,0.78193223,0.712,2.635,3.6846,1.346,8.0,-1.757,-1.294,-2.4,nan,2
6.801765048323887e-10,13.0,-2.7,0.78193253,0.705,2.637,3.6842,1.338,8.0,-1.763,-1.299,-2.407,nan,2
8.03844960422883e-10,13.0,-2.7,0.78193289,0.695,2.707,3.6798,1.244,8.0,-1.929,-1.442,-2.589,nan,2
9.172077109994484e-10,13.0,-2.7,0.78193331,0.684,2.893,3.6683,1.006,8.0,-2.355,-1.793,-3.073,nan,2
1.0408761665899429e-09,13.0,-2.7,0.78193378,0.671,3.063,3.6577,0.785,8.0,-2.722,-2.055,-3.513,nan,2
1.2366845540742828e-09,13.0,-2.7,0.78193432,0.656,3.174,3.6507,0.636,8.0,-2.961,-2.238,-3.788,nan,2
6.801765048323887e-10,13.0,-2.7,0.78193498,0.64,3.232,3.6468,0.551,8.0,-3.082,-2.326,-3.929,nan,2
1.462895844246567e-05,13.0,-2.7,0.84765,0.55,-4.01699,3.69783,3.37406,10.0,14.77974,15.24465,14.14937,3.875,2
3.5472038610297565e-05,13.0,-2.7,0.87056,0.552,-4.07981,3.68327,3.31537,10.0,14.95409,15.45535,14.29164,4.725,2
2.730396021864912e-05,13.0,-2.7,0.89347,0.554,-4.13018,3.6716,3.26827,10.0,15.09087,15.62153,14.40418,5.45,2
3.287327491056756e-05,13.0,-2.7,0.91638,0.556,-4.17716,3.66062,3.22393,10.0,15.21592,15.77435,14.50778,6.125,2
3.1563492314757824e-05,13.0,-2.7,0.93929,0.558,-4.21635,3.65151,3.18706,10.0,15.3158,15.89671,14.59125,6.7,2
2.436494636179432e-05,13.0,-2.7,0.9622,0.56,-4.25099,3.6435,3.15455,10.0,15.40081,16.00135,14.6629,7.225,2
2.941434436795371e-05,13.0,-2.7,0.98511,0.562,-4.28249,3.63624,3.12505,10.0,15.47546,16.09333,14.72622,7.7,2
