# t[Gyr], [Fe/H]
2.337500000000000799e+00 -1.099560319279843323e+00
2.362500000000000711e+00 -1.101455194287688233e+00
2.387500000000000622e+00 -1.103341460866702262e+00
2.412500000000000533e+00 -1.105219274862902390e+00
2.437500000000000444e+00 -1.107088787910837313e+00
2.462500000000000799e+00 -1.108950147589951252e+00
2.487500000000000711e+00 -1.110803497573616294e+00
2.512500000000000622e+00 -1.112648977771253600e+00
2.537500000000000533e+00 -1.114486724463926048e+00
2.562500000000000888e+00 -1.116316870433764485e+00
2.587500000000000799e+00 -1.118139545087563969e+00
2.612500000000000711e+00 -1.119954874574871750e+00
2.637500000000000622e+00 -1.121762981900853440e+00
2.662500000000000533e+00 -1.123563987034222889e+00
2.687500000000000888e+00 -1.125358007010495154e+00
2.712500000000000799e+00 -1.127145156030802120e+00
2.737500000000000711e+00 -1.128925545556507259e+00
2.762500000000000622e+00 -1.130699284399827587e+00
2.787500000000000533e+00 -1.132466478810671529e+00
2.812500000000000888e+00 -1.134227232559882559e+00
2.837500000000000799e+00 -1.135981647019062457e+00
2.862500000000000711e+00 -1.137729821237151828e+00
2.887500000000000622e+00 -1.139471852013920650e+00
2.912500000000000533e+00 -1.141207833970519614e+00
2.937500000000000888e+00 -1.142937859617240148e+00
2.962500000000000799e+00 -1.144662019418606125e+00
2.987500000000000711e+00 -1.146380401855932929e+00
3.012500000000000622e+00 -1.148093093487468908e+00
3.037500000000000977e+00 -1.149800179006231327e+00
3.062500000000000888e+00 -1.151501741295644976e+00
3.087500000000000799e+00 -1.153197861483083564e+00
3.112500000000000711e+00 -1.154888618991409821e+00
3.137500000000000622e+00 -1.156574091588603137e+00
3.162500000000000977e+00 -1.158254355435561100e+00
3.187500000000000888e+00 -1.159929485132157989e+00
3.212500000000000799e+00 -1.161599553761632819e+00
3.237500000000000711e+00 -1.163264632933384224e+00
3.262500000000000622e+00 -1.164924792824237887e+00
3.287500000000000977e+00 -1.166580102218255366e+00
3.312500000000000888e+00 -1.168230628545142924e+00
3.337500000000000799e+00 -1.169876437917323875e+00
3.362500000000000711e+00 -1.171517595165727288e+00
3.387500000000000622e+00 -1.173154163874347677e+00
3.412500000000000977e+00 -1.174786206413629630e+00
3.437500000000000888e+00 -1.176413783972717786e+00
3.462500000000000799e+00 -1.178036956590630346e+00
3.487500000000000711e+00 -1.179655783186386531e+00
3.512500000000001066e+00 -1.181270321588142380e+00
3.537500000000000977e+00 -1.182880628561364666e+00
3.562500000000000888e+00 -1.184486759836088643e+00
3.587500000000000799e+00 -1.186088770133290282e+00
3.612500000000000711e+00 -1.187686713190409860e+00
3.637500000000001066e+00 -1.189280641786061965e+00
3.662500000000000977e+00 -1.190870607763959033e+00
3.687500000000000888e+00 -1.192456662056081251e+00
3.712500000000000799e+00 -1.194038854705121500e+00
3.737500000000000711e+00 -1.195617234886233282e+00
3.762500000000001066e+00 -1.197191850928104540e+00
3.787500000000000977e+00 -1.198762750333385974e+00
3.812500000000000888e+00 -1.200329979798498758e+00
3.837500000000000799e+00 -1.201893585232837847e+00
3.862500000000000711e+00 -1.203453611777401733e+00
3.887500000000001066e+00 -1.205010103822864664e+00
3.912500000000000977e+00 -1.206563105027109506e+00
3.937500000000000888e+00 -1.208112658332246570e+00
3.962500000000000799e+00 -1.209658805981131735e+00
3.987500000000001155e+00 -1.211201589533403400e+00
4.012500000000001066e+00 -1.212741049881055577e+00
4.037500000000000533e+00 -1.214277227263563130e+00
4.062500000000000888e+00 -1.215810161282573798e+00
4.087500000000001243e+00 -1.217339890916183665e+00
4.112500000000000711e+00 -1.218866454532808064e+00
4.137500000000001066e+00 -1.220389889904664571e+00
4.162500000000001421e+00 -1.221910234220879632e+00
4.187500000000000888e+00 -1.223427524100230812e+00
4.212500000000001243e+00 -1.224941795603538441e+00
4.237500000000000711e+00 -1.226453084245717751e+00
4.262500000000001066e+00 -1.227961425007502161e+00
4.287500000000001421e+00 -1.229466852346850825e+00
4.312500000000000888e+00 -1.230969400210045084e+00
4.337500000000001243e+00 -1.232469102042493603e+00
4.362500000000000711e+00 -1.233965990799244405e+00
4.387500000000001066e+00 -1.235460098955224240e+00
4.412500000000001421e+00 -1.236951458515202384e+00
4.437500000000000888e+00 -1.238440101023499107e+00
4.462500000000001243e+00 -1.239926057573439211e+00
4.487500000000000711e+00 -1.241409358816561781e+00
4.512500000000001066e+00 -1.242890034971592783e+00
4.537500000000001421e+00 -1.244368115833187627e+00
4.562500000000000888e+00 -1.245843630780452571e+00
4.587500000000001243e+00 -1.247316608785248970e+00
4.612500000000000711e+00 -1.248787078420292129e+00
4.637500000000001066e+00 -1.250255067867042325e+00
4.662500000000001421e+00 -1.251720604923403091e+00
4.687500000000000888e+00 -1.253183717011228993e+00
4.712500000000001243e+00 -1.254644431183647102e+00
4.737500000000000711e+00 -1.256102774132199285e+00
4.762500000000001066e+00 -1.257558772193811958e+00
4.787500000000001421e+00 -1.259012451357595541e+00
4.812500000000000888e+00 -1.260463837271481147e+00
4.837500000000001243e+00 -1.261912955248697177e+00
4.862500000000000711e+00 -1.263359830274092266e+00
4.887500000000001066e+00 -1.264804487010307676e+00
4.912500000000001421e+00 -1.266246949803804700e+00
4.937500000000000888e+00 -1.267687242690749283e+00
4.962500000000001243e+00 -1.269125389402760762e+00
4.987500000000000711e+00 -1.270561413372525816e+00
5.012500000000001066e+00 -1.271995337739283194e+00
5.037500000000001421e+00 -1.273427185354181645e+00
5.062500000000000888e+00 -1.274856978785515960e+00
5.087500000000001243e+00 -1.276284740323843536e+00
5.112500000000001599e+00 -1.277710491986983721e+00
5.137500000000001066e+00 -1.279134255524907449e+00
5.162500000000001421e+00 -1.280556052424512092e+00
5.187500000000000888e+00 -1.281975903914296611e+00
5.212500000000001243e+00 -1.283393830968925453e+00
5.237500000000001599e+00 -1.284809854313697208e+00
5.262500000000001066e+00 -1.286223994428911777e+00
5.287500000000001421e+00 -1.287636271554142731e+00
5.312500000000000888e+00 -1.289046705692416861e+00
5.337500000000001243e+00 -1.290455316614303349e+00
5.362500000000001599e+00 -1.291862123861912348e+00
5.387500000000001066e+00 -1.293267146752811403e+00
5.412500000000001421e+00 -1.294670404383854834e+00
5.437500000000000888e+00 -1.296071915634933847e+00
5.462500000000001243e+00 -1.297471699172644488e+00
5.487500000000001599e+00 -1.298869773453881882e+00
5.512500000000001066e+00 -1.300266156729354972e+00
5.537500000000001421e+00 -1.301660867047031989e+00
5.562500000000000888e+00 -1.303053922255510866e+00
5.587500000000001243e+00 -1.304445340007322152e+00
5.612500000000001599e+00 -1.305835137762161091e+00
5.637500000000001066e+00 -1.307223332790056425e+00
5.662500000000001421e+00 -1.308609942174474128e+00
5.687500000000000888e+00 -1.309994982815354980e+00
5.712500000000001243e+00 -1.311378471432093962e+00
5.737500000000001599e+00 -1.312760424566459250e+00
5.762500000000001066e+00 -1.314140858585449489e+00
5.787500000000001421e+00 -1.315519789684098662e+00
5.812500000000000888e+00 -1.316897233888221663e+00
5.837500000000001243e+00 -1.318273207057107488e+00
5.862500000000001599e+00 -1.319647724886157558e+00
5.887500000000001066e+00 -1.321020802909474323e+00
5.912500000000001421e+00 -1.322392456502397451e+00
5.937500000000000888e+00 -1.323762700883991617e+00
5.962500000000001243e+00 -1.325131551119487439e+00
5.987500000000001599e+00 -1.326499022122670901e+00
6.012500000000001066e+00 -1.327865128658233473e+00
6.037500000000001421e+00 -1.329229885344070272e+00
6.062500000000001776e+00 -1.330593306653540919e+00
6.087500000000001243e+00 -1.331955406917681550e+00
6.112500000000001599e+00 -1.333316200327380852e+00
6.137500000000001066e+00 -1.334675700935510800e+00
6.162500000000001421e+00 -1.336033922659018769e+00
6.187500000000001776e+00 -1.337390879280981881e+00
6.212500000000001243e+00 -1.338746584452622290e+00
6.237500000000001599e+00 -1.340101051695284706e+00
6.262500000000001066e+00 -1.341454294402377734e+00
6.287500000000001421e+00 -1.342806325841281900e+00
6.312500000000001776e+00 -1.344157159155217496e+00
6.337500000000001243e+00 -1.345506807365084878e+00
6.362500000000001599e+00 -1.346855283371267475e+00
6.387500000000001066e+00 -1.348202599955402592e+00
6.412500000000001421e+00 -1.349548769782121571e+00
6.437500000000001776e+00 -1.350893805400758430e+00
6.462500000000001243e+00 -1.352237719247027403e+00
6.487500000000001599e+00 -1.353580523644672517e+00
6.512500000000001066e+00 -1.354922230807084960e+00
6.537500000000001421e+00 -1.356262852838894695e+00
6.562500000000001776e+00 -1.357602401737534326e+00
6.587500000000001243e+00 -1.358940889394772533e+00
6.612500000000001599e+00 -1.360278327598224202e+00
6.637500000000001066e+00 -1.361614728032834121e+00
6.662500000000001421e+00 -1.362950102282331155e+00
6.687500000000001776e+00 -1.364284461830663542e+00
6.712500000000001243e+00 -1.365617818063404654e+00
6.737500000000001599e+00 -1.366950182269137226e+00
6.762500000000001066e+00 -1.368281565640812936e+00
6.787500000000001421e+00 -1.369611979277090885e+00
6.812500000000001776e+00 -1.370941434183650109e+00
6.837500000000001243e+00 -1.372269941274484317e+00
6.862500000000001599e+00 -1.373597511373171987e+00
6.887500000000001954e+00 -1.374924155214124477e+00
6.912500000000001421e+00 -1.376249883443818600e+00
6.937500000000001776e+00 -1.377574706622002765e+00
6.962500000000001243e+00 -1.378898635222886249e+00
6.987500000000001599e+00 -1.380221679636309151e+00
7.012500000000001954e+00 -1.381543850168892140e+00
7.037500000000001421e+00 -1.382865157045169546e+00
7.062500000000001776e+00 -1.384185610408700029e+00
7.087500000000001243e+00 -1.385505220323164366e+00
7.112500000000001599e+00 -1.386823996773442369e+00
7.137500000000001954e+00 -1.388141949666672037e+00
7.162500000000001421e+00 -1.389459088833295386e+00
7.187500000000001776e+00 -1.390775424028082519e+00
7.212500000000001243e+00 -1.392090964931146146e+00
7.237500000000001599e+00 -1.393405721148932130e+00
7.262500000000001954e+00 -1.394719702215202251e+00
7.287500000000001421e+00 -1.396032917591995215e+00
7.312500000000001776e+00 -1.397345376670577011e+00
7.337500000000001243e+00 -1.398657088772374157e+00
7.362500000000001599e+00 -1.399968063149894526e+00
7.387500000000001954e+00 -1.401278308987631060e+00
7.412500000000001421e+00 -1.402587835402953953e+00
7.437500000000001776e+00 -1.403896651446989718e+00
7.462500000000001243e+00 -1.405204766105482284e+00
7.487500000000001599e+00 -1.406512188299649413e+00
7.512500000000001954e+00 -1.407818926887016264e+00
7.537500000000001421e+00 -1.409124990662243615e+00
7.562500000000001776e+00 -1.410430388357942100e+00
7.587500000000001243e+00 -1.411735128645471571e+00
7.612500000000001599e+00 -1.413039220135730911e+00
7.637500000000001954e+00 -1.414342671379936744e+00
7.662500000000001421e+00 -1.415645490870388379e+00
7.687500000000001776e+00 -1.416947687041222537e+00
7.712500000000001243e+00 -1.418249268269158980e+00
7.737500000000001599e+00 -1.419550242874230150e+00
7.762500000000001954e+00 -1.420850619120506808e+00
7.787500000000001421e+00 -1.422150405216806579e+00
7.812500000000001776e+00 -1.423449609317398501e+00
7.837500000000002132e+00 -1.424748239522691584e+00
7.862500000000001599e+00 -1.426046303879917154e+00
7.887500000000001954e+00 -1.427343810383801870e+00
7.912500000000001421e+00 -1.428640766977226972e+00
7.937500000000001776e+00 -1.429937181551884873e+00
7.962500000000002132e+00 -1.431233061948917529e+00
7.987500000000001599e+00 -1.432528415959555712e+00
8.012500000000001066e+00 -1.433823251325741399e+00
8.037500000000001421e+00 -1.435117575740746609e+00
8.062500000000000000e+00 -1.436411396849779365e+00
8.087500000000000355e+00 -1.437704722250584544e+00
8.112500000000000711e+00 -1.438997559494035627e+00
8.137500000000001066e+00 -1.440289916084717792e+00
8.162500000000001421e+00 -1.441581799481502557e+00
8.187500000000000000e+00 -1.442873217098115557e+00
8.212500000000000355e+00 -1.444164176303697422e+00
8.237500000000000711e+00 -1.445454684423353342e+00
8.262500000000001066e+00 -1.446744748738699737e+00
8.287500000000001421e+00 -1.448034376488401165e+00
8.312500000000001776e+00 -1.449323574868699449e+00
8.337500000000000355e+00 -1.450612351033938374e+00
8.362500000000000711e+00 -1.451900712097077717e+00
8.387500000000001066e+00 -1.453188665130204837e+00
8.412500000000001421e+00 -1.454476217165034946e+00
8.437500000000001776e+00 -1.455763375193407150e+00
8.462500000000000355e+00 -1.457050146167776283e+00
8.487500000000000711e+00 -1.458336537001693411e+00
8.512500000000001066e+00 -1.459622554570282560e+00
8.537500000000001421e+00 -1.460908205710712560e+00
8.562500000000001776e+00 -1.462193497222660898e+00
8.587500000000000355e+00 -1.463478435868771577e+00
8.612500000000000711e+00 -1.464763028375109410e+00
8.637500000000001066e+00 -1.466047281431604565e+00
8.662500000000001421e+00 -1.467331201692495313e+00
8.687500000000001776e+00 -1.468614795776762794e+00
8.712500000000000355e+00 -1.469898070268562007e+00
8.737500000000000711e+00 -1.471181031717645027e+00
8.762500000000001066e+00 -1.472463686639782665e+00
8.787500000000001421e+00 -1.473746041517175698e+00
8.812500000000001776e+00 -1.475028102798865426e+00
8.837500000000000355e+00 -1.476309876901138018e+00
8.862500000000000711e+00 -1.477591370207922417e+00
8.887500000000001066e+00 -1.478872589071185351e+00
8.912500000000001421e+00 -1.480153539811319696e+00
8.937500000000001776e+00 -1.481434228717528834e+00
8.962500000000000355e+00 -1.482714662048208343e+00
8.987500000000000711e+00 -1.483994846031319259e+00
9.012500000000001066e+00 -1.485274786864758445e+00
9.037500000000001421e+00 -1.486554490716727628e+00
9.062500000000001776e+00 -1.487833963726092668e+00
9.087500000000000355e+00 -1.489113212002742159e+00
9.112500000000000711e+00 -1.490392241627941372e+00
9.137500000000001066e+00 -1.491671058654679971e+00
9.162500000000001421e+00 -1.492949669108019517e+00
9.187500000000001776e+00 -1.494228078985431640e+00
9.212500000000000355e+00 -1.495506294257137547e+00
9.237500000000000711e+00 -1.496784320866440865e+00
9.262500000000001066e+00 -1.498062164730055823e+00
9.287500000000001421e+00 -1.499339831738433659e+00
9.312500000000001776e+00 -1.500617327756085029e+00
9.337500000000000355e+00 -1.501894658621897083e+00
9.362500000000000711e+00 -1.503171830149448773e+00
9.387500000000001066e+00 -1.504448848127322380e+00
9.412500000000001421e+00 -1.505725718319409934e+00
9.437500000000001776e+00 -1.507002446465217638e+00
9.462500000000000355e+00 -1.508279038280166962e+00
9.487500000000000711e+00 -1.509555499455892180e+00
9.512500000000001066e+00 -1.510831835660534139e+00
9.537500000000001421e+00 -1.512108052539030245e+00
9.562500000000001776e+00 -1.513384155713404233e+00
9.587500000000000355e+00 -1.514660150783048609e+00
9.612500000000000711e+00 -1.515936043325006866e+00
9.637500000000001066e+00 -1.517211838894253040e+00
9.662500000000001421e+00 -1.518487543023964603e+00
9.687500000000001776e+00 -1.519763161225797354e+00
9.712500000000000355e+00 -1.521038698990153648e+00
9.737500000000000711e+00 -1.522314161786449738e+00
9.762500000000001066e+00 -1.523589555063378675e+00
9.787500000000001421e+00 -1.524864884249172547e+00
9.812500000000001776e+00 -1.526140154751860267e+00
9.837500000000000355e+00 -1.527415371959523815e+00
9.862500000000000711e+00 -1.528690541240549372e+00
9.887500000000001066e+00 -1.529965667943881336e+00
9.912500000000001421e+00 -1.531240757399265906e+00
9.937500000000001776e+00 -1.532515814917500219e+00
9.962500000000000355e+00 -1.533790845790671709e+00
9.987500000000000711e+00 -1.535065855292401693e+00
1.001250000000000107e+01 -1.536340848678081850e+00
1.003750000000000142e+01 -1.537615831185108695e+00
1.006250000000000178e+01 -1.538890808033118507e+00
1.008750000000000213e+01 -1.540165784424217588e+00
1.011250000000000071e+01 -1.541440765543211189e+00
1.013750000000000107e+01 -1.542715756557828666e+00
1.016250000000000142e+01 -1.543990762618949963e+00
1.018750000000000178e+01 -1.545265788860825218e+00
1.021250000000000213e+01 -1.546540840401295913e+00
1.023750000000000071e+01 -1.547815922342012263e+00
1.026250000000000107e+01 -1.549091039768649258e+00
1.028750000000000142e+01 -1.550366197751119834e+00
1.031250000000000178e+01 -1.551641401343786253e+00
1.033750000000000213e+01 -1.552916655585670824e+00
1.036250000000000071e+01 -1.554191965500661077e+00
1.038750000000000107e+01 -1.555467336097719588e+00
1.041250000000000142e+01 -1.556742772371083161e+00
1.043750000000000178e+01 -1.558018279300467546e+00
1.046250000000000213e+01 -1.559293861851267282e+00
1.048750000000000071e+01 -1.560569524974753319e+00
1.051250000000000107e+01 -1.561845273608269524e+00
1.053750000000000142e+01 -1.563121112675427637e+00
1.056250000000000178e+01 -1.564397047086300674e+00
1.058750000000000213e+01 -1.565673081737612327e+00
1.061250000000000071e+01 -1.566949221512929036e+00
1.063750000000000107e+01 -1.568225471282846506e+00
1.066250000000000142e+01 -1.569501835905176002e+00
1.068750000000000178e+01 -1.570778320225128422e+00
1.071250000000000213e+01 -1.572054929075499263e+00
1.073750000000000071e+01 -1.573331667276847590e+00
1.076250000000000107e+01 -1.574608539637678106e+00
1.078750000000000142e+01 -1.575885550954618797e+00
1.081250000000000178e+01 -1.577162706012596560e+00
1.083750000000000213e+01 -1.578440009585014625e+00
1.086250000000000071e+01 -1.579717466433926187e+00
1.088750000000000107e+01 -1.580995081310205386e+00
1.091250000000000142e+01 -1.582272858953720274e+00
1.093750000000000178e+01 -1.583550804093500908e+00
1.096250000000000213e+01 -1.584828921447909655e+00
1.098750000000000071e+01 -1.586107215724807062e+00
1.101250000000000107e+01 -1.587385691621716166e+00
1.103750000000000142e+01 -1.588664353825989473e+00
1.106250000000000178e+01 -1.589943207014971494e+00
1.108750000000000213e+01 -1.591222255856158174e+00
1.111250000000000071e+01 -1.592501505007361207e+00
1.113750000000000107e+01 -1.593780959116863460e+00
1.116250000000000142e+01 -1.595060622823579966e+00
1.118750000000000178e+01 -1.596340500757214009e+00
1.121250000000000213e+01 -1.597620597538412568e+00
1.123750000000000071e+01 -1.598900917778919961e+00
1.126250000000000107e+01 -1.600181466081733728e+00
1.128750000000000142e+01 -1.601462247041255171e+00
1.131250000000000178e+01 -1.602743265243439907e+00
1.133750000000000213e+01 -1.604024525265950185e+00
1.136250000000000071e+01 -1.605306031678301659e+00
1.138750000000000107e+01 -1.606587789042012826e+00
1.141250000000000142e+01 -1.607869801910751129e+00
1.143750000000000178e+01 -1.609152074830479506e+00
1.146250000000000213e+01 -1.610434612339600724e+00
1.148750000000000071e+01 -1.611717418969100368e+00
1.151250000000000107e+01 -1.613000499242692509e+00
1.153750000000000142e+01 -1.614283857676959366e+00
1.156250000000000178e+01 -1.615567498781491640e+00
1.158750000000000213e+01 -1.616851427059030399e+00
1.161250000000000071e+01 -1.618135647005606081e+00
1.163750000000000107e+01 -1.619420163110675048e+00
1.166250000000000142e+01 -1.620704979857258810e+00
1.168750000000000178e+01 -1.621990101722079025e+00
1.171250000000000213e+01 -1.623275533175693619e+00
1.173750000000000071e+01 -1.624561278682631560e+00
1.176250000000000107e+01 -1.625847342701526088e+00
1.178750000000000142e+01 -1.627133729685249719e+00
1.181250000000000178e+01 -1.628420444081043694e+00
1.183750000000000213e+01 -1.629707490330651432e+00
1.186250000000000071e+01 -1.630994872870448198e+00
1.188750000000000107e+01 -1.632282596131571228e+00
1.191250000000000142e+01 -1.633570664540049622e+00
1.193750000000000178e+01 -1.634859082516930240e+00
1.196250000000000213e+01 -1.636147854478409158e+00
1.198750000000000249e+01 -1.637436984835955123e+00
1.201250000000000107e+01 -1.638726477996437891e+00
1.203750000000000142e+01 -1.640016338362251691e+00
1.206250000000000178e+01 -1.641306570331442671e+00
1.208750000000000213e+01 -1.642597178297830141e+00
1.211250000000000249e+01 -1.643888166651132465e+00
1.213750000000000107e+01 -1.645179539777088529e+00
1.216250000000000142e+01 -1.646471302057579855e+00
1.218750000000000178e+01 -1.647763457870753179e+00
1.221250000000000213e+01 -1.649056011591139903e+00
1.223750000000000249e+01 -1.650348967589777560e+00
1.226250000000000107e+01 -1.651642330234328382e+00
1.228750000000000142e+01 -1.652936103889200314e+00
1.231250000000000178e+01 -1.654230292915663370e+00
1.233750000000000213e+01 -1.655524901671967530e+00
1.236250000000000249e+01 -1.656819934513463544e+00
1.238750000000000107e+01 -1.658115395792715274e+00
1.241250000000000142e+01 -1.659411289859618721e+00
1.243750000000000178e+01 -1.660707621061516814e+00
1.246250000000000213e+01 -1.662004393743316211e+00
1.248750000000000249e+01 -1.663301612247598982e+00
1.251250000000000107e+01 -1.664599280914739410e+00
1.253750000000000142e+01 -1.665897404083017896e+00
1.256250000000000178e+01 -1.667195986088731985e+00
1.258750000000000213e+01 -1.668495031266311823e+00
1.261250000000000249e+01 -1.669794543948429855e+00
1.263750000000000107e+01 -1.671094528466115170e+00
1.266250000000000142e+01 -1.672394989148863864e+00
1.268750000000000178e+01 -1.673695930324749392e+00
1.271250000000000213e+01 -1.674997356320534703e+00
1.273750000000000249e+01 -1.676299271461780371e+00
1.276250000000000107e+01 -1.677601680072956736e+00
1.278750000000000142e+01 -1.678904586477552030e+00
1.281250000000000178e+01 -1.680207994998180743e+00
1.283750000000000213e+01 -1.681511909956692641e+00
1.286250000000000249e+01 -1.682816335674282904e+00
1.288750000000000107e+01 -1.684121276471596040e+00
1.291250000000000142e+01 -1.685426736668837799e+00
1.293750000000000178e+01 -1.686732720585879086e+00
1.296250000000000213e+01 -1.688039232542364321e+00
1.298750000000000249e+01 -1.689346276857816687e+00
