# t[Gyr], [Fe/H]
5.312500000000000888e+00 -1.191365249866501302e-01
5.337500000000001243e+00 -1.184362985963536147e-01
5.362500000000001599e+00 -1.177389575223520696e-01
5.387500000000001066e+00 -1.170444778694887666e-01
5.412500000000001421e+00 -1.163528360431051040e-01
5.437500000000000888e+00 -1.156640087439570336e-01
5.462500000000001243e+00 -1.149779729632371961e-01
5.487500000000001599e+00 -1.142947059777053576e-01
5.512500000000001066e+00 -1.136141853449180034e-01
5.537500000000001421e+00 -1.129363888985616682e-01
5.562500000000000888e+00 -1.122612947438818148e-01
5.587500000000001243e+00 -1.115888812532062624e-01
5.612500000000001599e+00 -1.109191270615635661e-01
5.637500000000001066e+00 -1.102520110623906729e-01
5.662500000000001421e+00 -1.095875124033273140e-01
5.687500000000000888e+00 -1.089256104821003796e-01
5.712500000000001243e+00 -1.082662849424868845e-01
5.737500000000001599e+00 -1.076095156703635036e-01
5.762500000000001066e+00 -1.069552827898334058e-01
5.787500000000001421e+00 -1.063035666594314005e-01
5.812500000000000888e+00 -1.056543478684048576e-01
5.837500000000001243e+00 -1.050076072330712595e-01
5.862500000000001599e+00 -1.043633257932427283e-01
5.887500000000001066e+00 -1.037214848087275459e-01
5.912500000000001421e+00 -1.030820657558963876e-01
5.937500000000000888e+00 -1.024450503243171107e-01
5.962500000000001243e+00 -1.018104204134553797e-01
5.987500000000001599e+00 -1.011781581294400462e-01
6.012500000000001066e+00 -1.005482457818901998e-01
6.037500000000001421e+00 -9.992066588080340817e-02
6.062500000000001776e+00 -9.929540113350546204e-02
6.087500000000001243e+00 -9.867243444165585409e-02
6.112500000000001599e+00 -9.805174889831336227e-02
6.137500000000001066e+00 -9.743332778505482683e-02
6.162500000000001421e+00 -9.681715456914907758e-02
6.187500000000001776e+00 -9.620321290078594212e-02
6.212500000000001243e+00 -9.559148661035386796e-02
6.237500000000001599e+00 -9.498195970577216762e-02
6.262500000000001066e+00 -9.437461636987011515e-02
6.287500000000001421e+00 -9.376944095781604427e-02
6.312500000000001776e+00 -9.316641799459296491e-02
6.337500000000001243e+00 -9.256553217252271037e-02
6.362500000000001599e+00 -9.196676834883220353e-02
6.387500000000001066e+00 -9.137011154326775408e-02
6.412500000000001421e+00 -9.077554693574974021e-02
6.437500000000001776e+00 -9.018305986407178232e-02
6.462500000000001243e+00 -8.959263582164110618e-02
6.487500000000001599e+00 -8.900426045525837437e-02
6.512500000000001066e+00 -8.841791956293851285e-02
6.537500000000001421e+00 -8.783359909177117231e-02
6.562500000000001776e+00 -8.725128513581639766e-02
6.587500000000001243e+00 -8.667096393404102872e-02
6.612500000000001599e+00 -8.609262186828910146e-02
6.637500000000001066e+00 -8.551624546128926141e-02
6.662500000000001421e+00 -8.494182137469602489e-02
6.687500000000001776e+00 -8.436933640716663685e-02
6.712500000000001243e+00 -8.379877749247011121e-02
6.737500000000001599e+00 -8.323013169762984165e-02
6.762500000000001066e+00 -8.266338622109803413e-02
6.787500000000001421e+00 -8.209852839096160038e-02
6.812500000000001776e+00 -8.153554566317895713e-02
6.837500000000001243e+00 -8.097442561984616316e-02
6.862500000000001599e+00 -8.041515596749439221e-02
6.887500000000001954e+00 -7.985772453541417626e-02
6.912500000000001421e+00 -7.930211927400926397e-02
6.937500000000001776e+00 -7.874832825317849838e-02
6.962500000000001243e+00 -7.819633966072329911e-02
6.987500000000001599e+00 -7.764614180078370509e-02
7.012500000000001954e+00 -7.709772309229917520e-02
7.037500000000001421e+00 -7.655107206749521553e-02
7.062500000000001776e+00 -7.600617737039622179e-02
7.087500000000001243e+00 -7.546302775536041507e-02
7.112500000000001599e+00 -7.492161208564125652e-02
7.137500000000001954e+00 -7.438191933197178807e-02
7.162500000000001421e+00 -7.384393857117126092e-02
7.187500000000001776e+00 -7.330765898477524523e-02
7.212500000000001243e+00 -7.277306985768780545e-02
7.237500000000001599e+00 -7.224016057685557490e-02
7.262500000000001954e+00 -7.170892062996256366e-02
7.287500000000001421e+00 -7.117933960414749017e-02
7.312500000000001776e+00 -7.065140718473904291e-02
7.337500000000001243e+00 -7.012511315401429024e-02
7.362500000000001599e+00 -6.960044738997452074e-02
7.387500000000001954e+00 -6.907739986514199737e-02
7.412500000000001421e+00 -6.855596064537447520e-02
7.437500000000001776e+00 -6.803611988869931460e-02
7.462500000000001243e+00 -6.751786784416613507e-02
7.487500000000001599e+00 -6.700119485071594216e-02
7.512500000000001954e+00 -6.648609133606935007e-02
7.537500000000001421e+00 -6.597254781563138826e-02
7.562500000000001776e+00 -6.546055489141375250e-02
7.587500000000001243e+00 -6.495010325097322346e-02
7.612500000000001599e+00 -6.444118366636604478e-02
7.637500000000001954e+00 -6.393378699312006475e-02
7.662500000000001421e+00 -6.342790416922025609e-02
7.687500000000001776e+00 -6.292352621411190228e-02
7.712500000000001243e+00 -6.242064422771745336e-02
7.737500000000001599e+00 -6.191924938946814783e-02
7.762500000000001954e+00 -6.141933295735231557e-02
7.787500000000001421e+00 -6.092088626697474141e-02
7.812500000000001776e+00 -6.042390073063416689e-02
7.837500000000002132e+00 -5.992836783640981269e-02
7.862500000000001599e+00 -5.943427914726625433e-02
7.887500000000001954e+00 -5.894162630016834548e-02
7.912500000000001421e+00 -5.845040100521101817e-02
7.937500000000001776e+00 -5.796059504476048369e-02
7.962500000000002132e+00 -5.747220027260976222e-02
7.987500000000001599e+00 -5.698520861314505803e-02
8.012500000000001066e+00 -5.649961206052585977e-02
8.037500000000001421e+00 -5.601540267787528948e-02
8.062500000000000000e+00 -5.553257259648351069e-02
8.087500000000000355e+00 -5.505111401502268964e-02
8.112500000000000711e+00 -5.457101919877239971e-02
8.137500000000001066e+00 -5.409228047885729362e-02
8.162500000000001421e+00 -5.361489025149480947e-02
8.187500000000000000e+00 -5.313884097725393024e-02
8.212500000000000355e+00 -5.266412518032512896e-02
8.237500000000000711e+00 -5.219073544780039597e-02
8.262500000000001066e+00 -5.171866442896218274e-02
8.287500000000001421e+00 -5.124790483458534912e-02
8.312500000000001776e+00 -5.077844943624530011e-02
8.337500000000000355e+00 -5.031029106563975062e-02
8.362500000000000711e+00 -4.984342261391663809e-02
8.387500000000001066e+00 -4.937783703101347038e-02
8.412500000000001421e+00 -4.891352732500502815e-02
8.437500000000001776e+00 -4.845048656146098975e-02
8.462500000000000355e+00 -4.798870786281111273e-02
8.487500000000000711e+00 -4.752818440772051123e-02
8.512500000000001066e+00 -4.706890943047294107e-02
8.537500000000001421e+00 -4.661087622036275135e-02
8.562500000000001776e+00 -4.615407812109522528e-02
8.587500000000000355e+00 -4.569850853019442882e-02
8.612500000000000711e+00 -4.524416089842041300e-02
8.637500000000001066e+00 -4.479102872919334122e-02
8.662500000000001421e+00 -4.433910557802610980e-02
8.687500000000001776e+00 -4.388838505196352574e-02
8.712500000000000355e+00 -4.343886080903071323e-02
8.737500000000000711e+00 -4.299052655768743902e-02
8.762500000000001066e+00 -4.254337605629072983e-02
8.787500000000001421e+00 -4.209740311256413708e-02
8.812500000000001776e+00 -4.165260158307452359e-02
8.837500000000000355e+00 -4.120896537271539345e-02
8.862500000000000711e+00 -4.076648843419705681e-02
8.887500000000001066e+00 -4.032516476754403889e-02
8.912500000000001421e+00 -3.988498841959907393e-02
8.937500000000001776e+00 -3.944595348353244213e-02
8.962500000000000355e+00 -3.900805409836026472e-02
8.987500000000000711e+00 -3.857128444846543575e-02
9.012500000000001066e+00 -3.813563876312937168e-02
9.037500000000001421e+00 -3.770111131606491278e-02
9.062500000000001776e+00 -3.726769642495992435e-02
9.087500000000000355e+00 -3.683538845102315301e-02
9.112500000000000711e+00 -3.640418179853804198e-02
9.137500000000001066e+00 -3.597407091442191007e-02
9.162500000000001421e+00 -3.554505028779039733e-02
9.187500000000001776e+00 -3.511711444952748951e-02
9.212500000000000355e+00 -3.469025797186151699e-02
9.237500000000000711e+00 -3.426447546794634397e-02
9.262500000000001066e+00 -3.383976159144749807e-02
9.287500000000001421e+00 -3.341611103613426059e-02
9.312500000000001776e+00 -3.299351853547612123e-02
9.337500000000000355e+00 -3.257197886224513089e-02
9.362500000000000711e+00 -3.215148682812271619e-02
9.387500000000001066e+00 -3.173203728331153162e-02
9.412500000000001421e+00 -3.131362511615189137e-02
9.437500000000001776e+00 -3.089624525274435943e-02
9.462500000000000355e+00 -3.047989265657463989e-02
9.487500000000000711e+00 -3.006456232814573928e-02
9.512500000000001066e+00 -2.965024930461193295e-02
9.537500000000001421e+00 -2.923694865942067997e-02
9.562500000000001776e+00 -2.882465550195496828e-02
9.587500000000000355e+00 -2.841336497718421894e-02
9.612500000000000711e+00 -2.800307226531542626e-02
9.637500000000001066e+00 -2.759377258145171569e-02
9.662500000000001421e+00 -2.718546117525321923e-02
9.687500000000001776e+00 -2.677813333060342915e-02
9.712500000000000355e+00 -2.637178436527812947e-02
9.737500000000000711e+00 -2.596640963061926446e-02
9.762500000000001066e+00 -2.556200451121327585e-02
9.787500000000001421e+00 -2.515856442457158754e-02
9.812500000000001776e+00 -2.475608482081662065e-02
9.837500000000000355e+00 -2.435456118237092418e-02
9.862500000000000711e+00 -2.395398902364920604e-02
9.887500000000001066e+00 -2.355436389075642872e-02
9.912500000000001421e+00 -2.315568136118644968e-02
9.937500000000001776e+00 -2.275793704352590749e-02
9.962500000000000355e+00 -2.236112657716224361e-02
9.987500000000000711e+00 -2.196524563199400357e-02
1.001250000000000107e+01 -2.157028990814383734e-02
1.003750000000000142e+01 -2.117625513567814727e-02
1.006250000000000178e+01 -2.078313707432534116e-02
1.008750000000000213e+01 -2.039093151320169051e-02
1.011250000000000071e+01 -1.999963427053741763e-02
1.013750000000000107e+01 -1.960924119340791069e-02
1.016250000000000142e+01 -1.921974815746681914e-02
1.018750000000000178e+01 -1.883115106668274003e-02
1.021250000000000213e+01 -1.844344585307864867e-02
1.023750000000000071e+01 -1.805662847647551000e-02
1.026250000000000107e+01 -1.767069492423656990e-02
1.028750000000000142e+01 -1.728564121101685419e-02
1.031250000000000178e+01 -1.690146337851429134e-02
1.033750000000000213e+01 -1.651815749522400623e-02
1.036250000000000071e+01 -1.613571965619552476e-02
1.038750000000000107e+01 -1.575414598279248693e-02
1.041250000000000142e+01 -1.537343262245486827e-02
1.043750000000000178e+01 -1.499357574846523281e-02
1.046250000000000213e+01 -1.461457155971510567e-02
1.048750000000000071e+01 -1.423641628047748499e-02
1.051250000000000107e+01 -1.385910616017773517e-02
1.053750000000000142e+01 -1.348263747317083802e-02
1.056250000000000178e+01 -1.310700651851913652e-02
1.058750000000000213e+01 -1.273220961977259737e-02
1.061250000000000071e+01 -1.235824312475215271e-02
1.063750000000000107e+01 -1.198510340533505067e-02
1.066250000000000142e+01 -1.161278685724322600e-02
1.068750000000000178e+01 -1.124128989983291457e-02
1.071250000000000213e+01 -1.087060897588684912e-02
1.073750000000000071e+01 -1.050074055141029389e-02
1.076250000000000107e+01 -1.013168111542706029e-02
1.078750000000000142e+01 -9.763427179779156709e-03
1.081250000000000178e+01 -9.395975278928152263e-03
1.083750000000000213e+01 -9.029321969759102756e-03
1.086250000000000071e+01 -8.663463831385876529e-03
1.088750000000000107e+01 -8.298397464959198638e-03
1.091250000000000142e+01 -7.934119493477477525e-03
1.093750000000000178e+01 -7.570626561597111268e-03
1.096250000000000213e+01 -7.207915335448141121e-03
1.098750000000000071e+01 -6.845982502449617091e-03
1.101250000000000107e+01 -6.484824771127599419e-03
1.103750000000000142e+01 -6.124438870935168880e-03
1.106250000000000178e+01 -5.764821552074547370e-03
1.108750000000000213e+01 -5.405969585321071177e-03
1.111250000000000071e+01 -5.047879761848111414e-03
1.113750000000000107e+01 -4.690548893055507262e-03
1.116250000000000142e+01 -4.333973810398144937e-03
1.118750000000000178e+01 -3.978151365217923695e-03
1.121250000000000213e+01 -3.623078428576358059e-03
1.123750000000000071e+01 -3.268751891088873558e-03
1.126250000000000107e+01 -2.915168662761803437e-03
1.128750000000000142e+01 -2.562325672830661691e-03
1.131250000000000178e+01 -2.210219869599693281e-03
1.133750000000000213e+01 -1.858848220282942896e-03
1.136250000000000071e+01 -1.508207710848783606e-03
1.138750000000000107e+01 -1.158295345863239898e-03
1.141250000000000142e+01 -8.091081483375294403e-04
1.143750000000000178e+01 -4.606431595755535098e-04
1.146250000000000213e+01 -1.128974390232683281e-04
1.148750000000000071e+01 2.341319358790413629e-04
1.151250000000000107e+01 5.804478698459690110e-04
1.153750000000000142e+01 9.260532498911133682e-04
1.156250000000000178e+01 1.270950945471796632e-03
1.158750000000000213e+01 1.615143808632833527e-03
1.161250000000000071e+01 1.958634674146525392e-03
1.163750000000000107e+01 2.301426359653778193e-03
1.166250000000000142e+01 2.643521665801710878e-03
1.168750000000000178e+01 2.984923376381885297e-03
1.171250000000000213e+01 3.325634258465037622e-03
1.173750000000000071e+01 3.665657062535410127e-03
1.176250000000000107e+01 4.004994522624685284e-03
1.178750000000000142e+01 4.343649356443212393e-03
1.181250000000000178e+01 4.681624265509052793e-03
1.183750000000000213e+01 5.018921935279968029e-03
1.186250000000000071e+01 5.355545035278118718e-03
1.188750000000000107e+01 5.691496219218724652e-03
1.191250000000000142e+01 6.026778125133505117e-03
1.193750000000000178e+01 6.361393375496811504e-03
1.196250000000000213e+01 6.695344577346035338e-03
1.198750000000000249e+01 7.028634322404961852e-03
1.201250000000000107e+01 7.361265187202964584e-03
1.203750000000000142e+01 7.693239733195095936e-03
1.206250000000000178e+01 8.024560506878783764e-03
1.208750000000000213e+01 8.355230039912729320e-03
1.211250000000000249e+01 8.685250849230122250e-03
1.213750000000000107e+01 9.014625437154560883e-03
1.216250000000000142e+01 9.343356291513867443e-03
1.218750000000000178e+01 9.671445885751537089e-03
1.221250000000000213e+01 9.998896679038117574e-03
1.223750000000000249e+01 1.032571111638175103e-02
1.226250000000000107e+01 1.065189162873689081e-02
1.228750000000000142e+01 1.097744063311293337e-02
1.231250000000000178e+01 1.130236053267976229e-02
1.233750000000000213e+01 1.162665371687603838e-02
1.236250000000000249e+01 1.195032256151183289e-02
1.238750000000000107e+01 1.227336942887402929e-02
1.241250000000000142e+01 1.259579666782912472e-02
1.243750000000000178e+01 1.291760661392398445e-02
1.246250000000000213e+01 1.323880158948856529e-02
1.248750000000000249e+01 1.355938390373533954e-02
1.251250000000000107e+01 1.387935585285687487e-02
1.253750000000000142e+01 1.419871972012722895e-02
1.256250000000000178e+01 1.451747777599544063e-02
1.258750000000000213e+01 1.483563227818484806e-02
1.261250000000000249e+01 1.515318547178652955e-02
1.263750000000000107e+01 1.547013958935531015e-02
1.266250000000000142e+01 1.578649685100216860e-02
1.268750000000000178e+01 1.610225946448692186e-02
1.271250000000000213e+01 1.641742962531215003e-02
1.273750000000000249e+01 1.673200951681079462e-02
1.276250000000000107e+01 1.704600131023984236e-02
1.278750000000000142e+01 1.735940716486717925e-02
1.281250000000000178e+01 1.767222922806095664e-02
1.283750000000000213e+01 1.798446963537722945e-02
1.286250000000000249e+01 1.829613051064759091e-02
1.288750000000000107e+01 1.860721396606378891e-02
1.291250000000000142e+01 1.891772210226385850e-02
1.293750000000000178e+01 1.922765700841679720e-02
1.296250000000000213e+01 1.953702076230572071e-02
1.298750000000000249e+01 1.984581543041127882e-02
