# t[Gyr], h[pc]_thin.d
3.437500000000000888e+00 5.216393883965134819e+02
3.462500000000000799e+00 5.210079915664903183e+02
3.487500000000000711e+00 5.203757550217379730e+02
3.512500000000001066e+00 5.197426757971331881e+02
3.537500000000000977e+00 5.191087509067366454e+02
3.562500000000000888e+00 5.184739773435882171e+02
3.587500000000000799e+00 5.178383520795006234e+02
3.612500000000000711e+00 5.172018720648501358e+02
3.637500000000001066e+00 5.165645342283655737e+02
3.662500000000000977e+00 5.159263354769125272e+02
3.687500000000000888e+00 5.152872726952782614e+02
3.712500000000000799e+00 5.146473427459512777e+02
3.737500000000000711e+00 5.140065424688991698e+02
3.762500000000001066e+00 5.133648686813443192e+02
3.787500000000000977e+00 5.127223181775357261e+02
3.812500000000000888e+00 5.120788877285190210e+02
3.837500000000000799e+00 5.114345740819024400e+02
3.862500000000000711e+00 5.107893739616220046e+02
3.887500000000001066e+00 5.101432840677013019e+02
3.912500000000000977e+00 5.094963010760100133e+02
3.937500000000000888e+00 5.088484216380190333e+02
3.962500000000000799e+00 5.081996423805517793e+02
3.987500000000001155e+00 5.075499599055340809e+02
4.012500000000001066e+00 5.068993707897384411e+02
4.037500000000000533e+00 5.062478715845277293e+02
4.062500000000000888e+00 5.055954588155944407e+02
4.087500000000001243e+00 5.049421289826953512e+02
4.112500000000000711e+00 5.042878785593859448e+02
4.137500000000001066e+00 5.036327039927481337e+02
4.162500000000001421e+00 5.029766017031172964e+02
4.187500000000000888e+00 5.023195680838034036e+02
4.212500000000001243e+00 5.016615995008105529e+02
4.237500000000000711e+00 5.010026922925522967e+02
4.262500000000001066e+00 5.003428427695621394e+02
4.287500000000001421e+00 4.996820472142027256e+02
4.312500000000000888e+00 4.990203018803683790e+02
4.337500000000001243e+00 4.983576029931865037e+02
4.362500000000000711e+00 4.976939467487131310e+02
4.387500000000001066e+00 4.970293293136255670e+02
4.412500000000001421e+00 4.963637468249103222e+02
4.437500000000000888e+00 4.956971953895483693e+02
4.462500000000001243e+00 4.950296710841940921e+02
4.487500000000000711e+00 4.943611699548516185e+02
4.512500000000001066e+00 4.936916880165465500e+02
4.537500000000001421e+00 4.930212212529934277e+02
4.562500000000000888e+00 4.923497656162581961e+02
4.587500000000001243e+00 4.916773170264164037e+02
4.612500000000000711e+00 4.910038713712079925e+02
4.637500000000001066e+00 4.903294245056852105e+02
4.662500000000001421e+00 4.896539722518583631e+02
4.687500000000000888e+00 4.889775103983349709e+02
4.712500000000001243e+00 4.883000346999541534e+02
4.737500000000000711e+00 4.876215408774172033e+02
4.762500000000001066e+00 4.869420246169124766e+02
4.787500000000001421e+00 4.862614815697349400e+02
4.812500000000000888e+00 4.855799073519011699e+02
4.837500000000001243e+00 4.848972975437577588e+02
4.862500000000000711e+00 4.842136476895865940e+02
4.887500000000001066e+00 4.835289532972023494e+02
4.912500000000001421e+00 4.828432098375462829e+02
4.937500000000000888e+00 4.821564127442730978e+02
4.962500000000001243e+00 4.814685574133322348e+02
4.987500000000000711e+00 4.807796392025452406e+02
5.012500000000001066e+00 4.800896534311736445e+02
5.037500000000001421e+00 4.793985953794844477e+02
5.062500000000000888e+00 4.787064602883065731e+02
5.087500000000001243e+00 4.780132433585838498e+02
5.112500000000001599e+00 4.773189397509183891e+02
5.137500000000001066e+00 4.766235445851112331e+02
5.162500000000001421e+00 4.759270529396930556e+02
5.187500000000000888e+00 4.752294598514503718e+02
5.212500000000001243e+00 4.745307603149440183e+02
5.237500000000001599e+00 4.738309492820210949e+02
5.262500000000001066e+00 4.731300216613194038e+02
5.287500000000001421e+00 4.724279723177656365e+02
5.312500000000000888e+00 4.717247960720653737e+02
5.337500000000001243e+00 4.710204877001859245e+02
5.362500000000001599e+00 4.703150419328317753e+02
5.387500000000001066e+00 4.696084534549128762e+02
5.412500000000001421e+00 4.689007169050032644e+02
5.437500000000000888e+00 4.681918268747946286e+02
5.462500000000001243e+00 4.674817779085388452e+02
5.487500000000001599e+00 4.667705645024842056e+02
5.512500000000001066e+00 4.660581811043031166e+02
5.537500000000001421e+00 4.653446221125094553e+02
5.562500000000000888e+00 4.646298818758697848e+02
5.587500000000001243e+00 4.639139546928041682e+02
5.612500000000001599e+00 4.631968348107776023e+02
5.637500000000001066e+00 4.624785164256844610e+02
5.662500000000001421e+00 4.617589936812202609e+02
5.687500000000000888e+00 4.610382606682466644e+02
5.712500000000001243e+00 4.603163114241460221e+02
5.737500000000001599e+00 4.595931399321648314e+02
5.762500000000001066e+00 4.588687401207493508e+02
5.787500000000001421e+00 4.581431058628684809e+02
5.812500000000000888e+00 4.574162309753278919e+02
5.837500000000001243e+00 4.566881092180729524e+02
5.862500000000001599e+00 4.559587342934809726e+02
5.887500000000001066e+00 4.552280998456417365e+02
5.912500000000001421e+00 4.544961994596275190e+02
5.937500000000000888e+00 4.537630266607512226e+02
5.962500000000001243e+00 4.530285749138128040e+02
5.987500000000001599e+00 4.522928376223337068e+02
6.012500000000001066e+00 4.515558081277790734e+02
6.037500000000001421e+00 4.508174797087680190e+02
6.062500000000001776e+00 4.500778455802706617e+02
6.087500000000001243e+00 4.493368988927920782e+02
6.112500000000001599e+00 4.485946327315433564e+02
6.137500000000001066e+00 4.478510401156000285e+02
6.162500000000001421e+00 4.471061139970449290e+02
6.187500000000001776e+00 4.463598472600987748e+02
6.212500000000001243e+00 4.456122327202355109e+02
6.237500000000001599e+00 4.448632631232839003e+02
6.262500000000001066e+00 4.441129311445127428e+02
6.287500000000001421e+00 4.433612293877027355e+02
6.312500000000001776e+00 4.426081503842023039e+02
6.337500000000001243e+00 4.418536865919663796e+02
6.362500000000001599e+00 4.410978303945809103e+02
6.387500000000001066e+00 4.403405741002699187e+02
6.412500000000001421e+00 4.395819099408856232e+02
6.437500000000001776e+00 4.388218300708824131e+02
6.462500000000001243e+00 4.380603265662717263e+02
6.487500000000001599e+00 4.372973914235605548e+02
6.512500000000001066e+00 4.365330165586714770e+02
6.537500000000001421e+00 4.357671938058426804e+02
6.562500000000001776e+00 4.349999149165108179e+02
6.587500000000001243e+00 4.342311715581732301e+02
6.612500000000001599e+00 4.334609553132307838e+02
6.637500000000001066e+00 4.326892576778101898e+02
6.662500000000001421e+00 4.319160700605658576e+02
6.687500000000001776e+00 4.311413837814602630e+02
6.712500000000001243e+00 4.303651900705227149e+02
6.737500000000001599e+00 4.295874800665865223e+02
6.762500000000001066e+00 4.288082448160029116e+02
6.787500000000001421e+00 4.280274752713322073e+02
6.812500000000001776e+00 4.272451622900110237e+02
6.837500000000001243e+00 4.264612966329962660e+02
6.862500000000001599e+00 4.256758689633827544e+02
6.887500000000001954e+00 4.248888698449974868e+02
6.912500000000001421e+00 4.241002897409669572e+02
6.937500000000001776e+00 4.233101190122583830e+02
6.962500000000001243e+00 4.225183479161936475e+02
6.987500000000001599e+00 4.217249666049364123e+02
7.012500000000001954e+00 4.209299651239504669e+02
7.037500000000001421e+00 4.201333334104285200e+02
7.062500000000001776e+00 4.193350612916929094e+02
7.087500000000001243e+00 4.185351384835648787e+02
7.112500000000001599e+00 4.177335545887033845e+02
7.137500000000001954e+00 4.169302990949116747e+02
7.162500000000001421e+00 4.161253613734129999e+02
7.187500000000001776e+00 4.153187306770905138e+02
7.212500000000001243e+00 4.145103961386961373e+02
7.237500000000001599e+00 4.137003467690216212e+02
7.262500000000001954e+00 4.128885714550368675e+02
7.287500000000001421e+00 4.120750589579894267e+02
7.312500000000001776e+00 4.112597979114680697e+02
7.337500000000001243e+00 4.104427768194274222e+02
7.362500000000001599e+00 4.096239840541733201e+02
7.387500000000001954e+00 4.088034078543084320e+02
7.412500000000001421e+00 4.079810363226361005e+02
7.437500000000001776e+00 4.071568574240228031e+02
7.462500000000001243e+00 4.063308589832161601e+02
7.487500000000001599e+00 4.055030286826199131e+02
7.512500000000001954e+00 4.046733540600228025e+02
7.537500000000001421e+00 4.038418225062802662e+02
7.562500000000001776e+00 4.030084212629496960e+02
7.587500000000001243e+00 4.021731374198760705e+02
7.612500000000001599e+00 4.013359579127262577e+02
7.637500000000001954e+00 4.004968695204741493e+02
7.662500000000001421e+00 3.996558588628304278e+02
7.687500000000001776e+00 3.988129123976198684e+02
7.712500000000001243e+00 3.979680164181022519e+02
7.737500000000001599e+00 3.971211570502363770e+02
7.762500000000001954e+00 3.962723202498848991e+02
7.787500000000001421e+00 3.954214917999597674e+02
7.812500000000001776e+00 3.945686573075057026e+02
7.837500000000002132e+00 3.937138022007197264e+02
7.862500000000001599e+00 3.928569117259066275e+02
7.887500000000001954e+00 3.919979709443663864e+02
7.912500000000001421e+00 3.911369647292133322e+02
7.937500000000001776e+00 3.902738777621257213e+02
7.962500000000002132e+00 3.894086945300210232e+02
7.987500000000001599e+00 3.885413993216581616e+02
8.012500000000001066e+00 3.876719762241628473e+02
8.037500000000001421e+00 3.868004091194736134e+02
8.062500000000000000e+00 3.859266816807082705e+02
8.087500000000000355e+00 3.850507773684460631e+02
8.112500000000000711e+00 3.841726794269246739e+02
8.137500000000001066e+00 3.832923708801500879e+02
8.162500000000001421e+00 3.824098345279148248e+02
8.187500000000000000e+00 3.815250529417243683e+02
8.212500000000000355e+00 3.806380084606266223e+02
8.237500000000000711e+00 3.797486831869446746e+02
8.262500000000001066e+00 3.788570589819069596e+02
8.287500000000001421e+00 3.779631174611732831e+02
8.312500000000001776e+00 3.770668399902540386e+02
8.337500000000000355e+00 3.761682076798193179e+02
8.362500000000000711e+00 3.752672013808925158e+02
8.387500000000001066e+00 3.743638016799291108e+02
8.412500000000001421e+00 3.734579888937733472e+02
8.437500000000001776e+00 3.725497430644902579e+02
8.462500000000000355e+00 3.716390439540717239e+02
8.487500000000000711e+00 3.707258710390079841e+02
8.512500000000001066e+00 3.698102035047245408e+02
8.537500000000001421e+00 3.688920202398791730e+02
8.562500000000001776e+00 3.679712998305134306e+02
8.587500000000000355e+00 3.670480205540552561e+02
8.612500000000000711e+00 3.661221603731691516e+02
8.637500000000001066e+00 3.651936969294457640e+02
8.662500000000001421e+00 3.642626075369292380e+02
8.687500000000001776e+00 3.633288691754758020e+02
8.712500000000000355e+00 3.623924584839372756e+02
8.737500000000000711e+00 3.614533517531654070e+02
8.762500000000001066e+00 3.605115249188307303e+02
8.787500000000001421e+00 3.595669535540488368e+02
8.812500000000001776e+00 3.586196128618097418e+02
8.837500000000000355e+00 3.576694776672020453e+02
8.862500000000000711e+00 3.567165224094259202e+02
8.887500000000001066e+00 3.557607211335877651e+02
8.912500000000001421e+00 3.548020474822691881e+02
8.937500000000001776e+00 3.538404746868635584e+02
8.962500000000000355e+00 3.528759755586688698e+02
8.987500000000000711e+00 3.519085224797341880e+02
9.012500000000001066e+00 3.509380873934460965e+02
9.037500000000001421e+00 3.499646417948487738e+02
9.062500000000001776e+00 3.489881567206879254e+02
9.087500000000000355e+00 3.480086027391679977e+02
9.112500000000000711e+00 3.470259499394154545e+02
9.137500000000001066e+00 3.460401679206322001e+02
9.162500000000001421e+00 3.450512257809352832e+02
9.187500000000001776e+00 3.440590921058648632e+02
9.212500000000000355e+00 3.430637349565531622e+02
9.237500000000000711e+00 3.420651218575393386e+02
9.262500000000001066e+00 3.410632197842189726e+02
9.287500000000001421e+00 3.400579951499140634e+02
9.312500000000001776e+00 3.390494137925488189e+02
9.337500000000000355e+00 3.380374409609178201e+02
9.362500000000000711e+00 3.370220413005297928e+02
9.387500000000001066e+00 3.360031788390132306e+02
9.412500000000001421e+00 3.349808169710639163e+02
9.437500000000001776e+00 3.339549184429197339e+02
9.462500000000000355e+00 3.329254453363429320e+02
9.487500000000000711e+00 3.318923590520906828e+02
9.512500000000001066e+00 3.308556202928552921e+02
9.537500000000001421e+00 3.298151890456517208e+02
9.562500000000001776e+00 3.287710245636304762e+02
9.587500000000000355e+00 3.277230853472943295e+02
9.612500000000000711e+00 3.266713291250929387e+02
9.637500000000001066e+00 3.256157128333721857e+02
9.662500000000001421e+00 3.245561925956497475e+02
9.687500000000001776e+00 3.234927237011916645e+02
9.712500000000000355e+00 3.224252605828583000e+02
9.737500000000000711e+00 3.213537567941903035e+02
9.762500000000001066e+00 3.202781649857049047e+02
9.787500000000001421e+00 3.191984368803641132e+02
9.812500000000001776e+00 3.181145232481842982e+02
9.837500000000000355e+00 3.170263738799478119e+02
9.862500000000000711e+00 3.159339375599770960e+02
9.887500000000001066e+00 3.148371620379333535e+02
9.912500000000001421e+00 3.137359939995929494e+02
9.937500000000001776e+00 3.126303790365593613e+02
9.962500000000000355e+00 3.115202616148612833e+02
9.987500000000000711e+00 3.104055850423872016e+02
1.001250000000000107e+01 3.092862914351039194e+02
1.003750000000000142e+01 3.081623216820025846e+02
1.006250000000000178e+01 3.070336154087140130e+02
1.008750000000000213e+01 3.059001109397309506e+02
1.011250000000000071e+01 3.047617452591727556e+02
1.013750000000000107e+01 3.036184539700210507e+02
1.016250000000000142e+01 3.024701712517572787e+02
1.018750000000000178e+01 3.013168298163215582e+02
1.021250000000000213e+01 3.001583608623117243e+02
1.023750000000000071e+01 2.989946940273399036e+02
1.026250000000000107e+01 2.978257573384498755e+02
1.028750000000000142e+01 2.966514771605034184e+02
1.031250000000000178e+01 2.954717781424303666e+02
1.033750000000000213e+01 2.942865831612352281e+02
1.036250000000000071e+01 2.930958132636452547e+02
1.038750000000000107e+01 2.918993876052772407e+02
1.041250000000000142e+01 2.906972233871942422e+02
1.043750000000000178e+01 2.894892357897151101e+02
1.046250000000000213e+01 2.882753379033285910e+02
1.048750000000000071e+01 2.870554406565595400e+02
1.051250000000000107e+01 2.858294527406189331e+02
1.053750000000000142e+01 2.845972805306636246e+02
1.056250000000000178e+01 2.833588280034780951e+02
1.058750000000000213e+01 2.821139966513770219e+02
1.061250000000000071e+01 2.808626853921173847e+02
1.063750000000000107e+01 2.796047904745905157e+02
1.066250000000000142e+01 2.783402053800537033e+02
1.068750000000000178e+01 2.770688207186402110e+02
1.071250000000000213e+01 2.757905241208695202e+02
1.073750000000000071e+01 2.745052001238627781e+02
1.076250000000000107e+01 2.732127300519445612e+02
1.078750000000000142e+01 2.719129918912894937e+02
1.081250000000000178e+01 2.706058601582500955e+02
1.083750000000000213e+01 2.692912057609720478e+02
1.086250000000000071e+01 2.679688958538774273e+02
1.088750000000000107e+01 2.666387936845611648e+02
1.091250000000000142e+01 2.653007584326180108e+02
1.093750000000000178e+01 2.639546450398708544e+02
1.096250000000000213e+01 2.626003040314408850e+02
1.098750000000000071e+01 2.612375813270465414e+02
1.101250000000000107e+01 2.598663180418785146e+02
1.103750000000000142e+01 2.584863502763374186e+02
1.106250000000000178e+01 2.570975088938690192e+02
1.108750000000000213e+01 2.556996192860668202e+02
1.111250000000000071e+01 2.542925011241414950e+02
1.113750000000000107e+01 2.528759680957813600e+02
1.116250000000000142e+01 2.514498276263486503e+02
1.118750000000000178e+01 2.500138805832569915e+02
1.121250000000000213e+01 2.485679209622828125e+02
1.123750000000000071e+01 2.471117355544456302e+02
1.126250000000000107e+01 2.456451035919755270e+02
1.128750000000000142e+01 2.441677963717449984e+02
1.131250000000000178e+01 2.426795768543955489e+02
1.133750000000000213e+01 2.411801992372234338e+02
1.136250000000000071e+01 2.396694084987026372e+02
1.138750000000000107e+01 2.381469399123186008e+02
1.141250000000000142e+01 2.366125185271608586e+02
1.143750000000000178e+01 2.350658586124634724e+02
1.146250000000000213e+01 2.335066630630024918e+02
1.148750000000000071e+01 2.319346227619411707e+02
1.151250000000000107e+01 2.303494158973563515e+02
1.153750000000000142e+01 2.287507072282838294e+02
1.156250000000000178e+01 2.271381472956680625e+02
1.158750000000000213e+01 2.255113715731010018e+02
1.161250000000000071e+01 2.238699995516618628e+02
1.163750000000000107e+01 2.222136337525273859e+02
1.166250000000000142e+01 2.205418586602940536e+02
1.168750000000000178e+01 2.188542395691227114e+02
1.171250000000000213e+01 2.171503213328787467e+02
1.173750000000000071e+01 2.154296270093648218e+02
1.176250000000000107e+01 2.136916563875190889e+02
1.178750000000000142e+01 2.119358843850464496e+02
1.181250000000000178e+01 2.101617593023388508e+02
1.183750000000000213e+01 2.083687009166846735e+02
1.186250000000000071e+01 2.065560983986256929e+02
1.188750000000000107e+01 2.047233080298408652e+02
1.191250000000000142e+01 2.028696506990606849e+02
1.193750000000000178e+01 2.009944091491657900e+02
1.196250000000000213e+01 1.990968249447124379e+02
1.198750000000000249e+01 1.971760951245475724e+02
1.201250000000000107e+01 1.952313684987909710e+02
1.203750000000000142e+01 1.932617415431067229e+02
1.206250000000000178e+01 1.912662538356703976e+02
1.208750000000000213e+01 1.892438829732935517e+02
1.211250000000000249e+01 1.871935388925054440e+02
1.213750000000000107e+01 1.851140575086058391e+02
1.216250000000000142e+01 1.830041935703185345e+02
1.218750000000000178e+01 1.808626126090703679e+02
1.221250000000000213e+01 1.786878818393070105e+02
1.223750000000000249e+01 1.764784598386455627e+02
1.226250000000000107e+01 1.742326848027436483e+02
1.228750000000000142e+01 1.719487611278735528e+02
1.231250000000000178e+01 1.696247440221355305e+02
1.233750000000000213e+01 1.672585217811318898e+02
1.236250000000000249e+01 1.648477952819452526e+02
1.238750000000000107e+01 1.623900541452762809e+02
1.241250000000000142e+01 1.598825488826847732e+02
1.243750000000000178e+01 1.573222581745893081e+02
1.246250000000000213e+01 1.547058502019684170e+02
1.248750000000000249e+01 1.520296366624142479e+02
1.251250000000000107e+01 1.492895177136209668e+02
1.253750000000000142e+01 1.464809155678643151e+02
1.256250000000000178e+01 1.435986937563027936e+02
1.258750000000000213e+01 1.406370581136080204e+02
1.261250000000000249e+01 1.375894341841844835e+02
1.263750000000000107e+01 1.344483138421958870e+02
1.266250000000000142e+01 1.312050611707652763e+02
1.268750000000000178e+01 1.278496636194152387e+02
1.271250000000000213e+01 1.243704084344935268e+02
1.273750000000000249e+01 1.207534551343379405e+02
1.276250000000000107e+01 1.169822603123102738e+02
1.278750000000000142e+01 1.130367876167848209e+02
1.281250000000000178e+01 1.088923965715180202e+02
1.283750000000000213e+01 1.045182358095846240e+02
1.286250000000000249e+01 9.987484255433427904e+01
1.288750000000000107e+01 9.491041305169046893e+01
1.291250000000000142e+01 8.955472421733016120e+01
1.293750000000000178e+01 8.370861592018053443e+01
1.296250000000000213e+01 7.722432740936436346e+01
1.298750000000000249e+01 6.986468984984219333e+01
