# t[Gyr], SFR_thin.d/<SFR_thin.d>
3.537500000000000977e+00 1.508080747771922248e+00
3.562500000000000888e+00 1.506472250952495928e+00
3.587500000000000799e+00 1.504787691374107395e+00
3.612500000000000711e+00 1.503028794318277406e+00
3.637500000000001066e+00 1.501197256542081471e+00
3.662500000000000977e+00 1.499294746623982100e+00
3.687500000000000888e+00 1.497322905310577656e+00
3.712500000000000799e+00 1.495283345863903657e+00
3.737500000000000711e+00 1.493177654409022059e+00
3.762500000000001066e+00 1.491007390281586353e+00
3.787500000000000977e+00 1.488774086375126871e+00
3.812500000000000888e+00 1.486479249487812959e+00
3.837500000000000799e+00 1.484124360668432008e+00
3.862500000000000711e+00 1.481710875561395913e+00
3.887500000000001066e+00 1.479240224750548061e+00
3.912500000000000977e+00 1.476713814101581645e+00
3.937500000000000888e+00 1.474133025102910333e+00
3.962500000000000799e+00 1.471499215204796762e+00
3.987500000000001155e+00 1.468813718156598780e+00
4.012500000000001066e+00 1.466077844341989733e+00
4.037500000000000533e+00 1.463292881112013166e+00
4.062500000000000888e+00 1.460460093115857783e+00
4.087500000000001243e+00 1.457580722629223446e+00
4.112500000000000711e+00 1.454655989880187628e+00
4.137500000000001066e+00 1.451687093372465265e+00
4.162500000000001421e+00 1.448675210205973229e+00
4.187500000000000888e+00 1.445621496394633665e+00
4.212500000000001243e+00 1.442527087181304513e+00
4.237500000000000711e+00 1.439393097349816575e+00
4.262500000000001066e+00 1.436220621534021857e+00
4.287500000000001421e+00 1.433010734523797680e+00
4.312500000000000888e+00 1.429764491567996343e+00
4.337500000000001243e+00 1.426482928674223105e+00
4.362500000000000711e+00 1.423167062905489555e+00
4.387500000000001066e+00 1.419817892673634896e+00
4.412500000000001421e+00 1.416436398029525368e+00
4.437500000000000888e+00 1.413023540950000934e+00
4.462500000000001243e+00 1.409580265621526385e+00
4.487500000000000711e+00 1.406107498720560844e+00
4.512500000000001066e+00 1.402606149690605486e+00
4.537500000000001421e+00 1.399077111015926800e+00
4.562500000000000888e+00 1.395521258491959848e+00
4.587500000000001243e+00 1.391939451492358426e+00
4.612500000000000711e+00 1.388332533232723431e+00
4.637500000000001066e+00 1.384701331030986360e+00
4.662500000000001421e+00 1.381046656564454356e+00
4.687500000000000888e+00 1.377369306123542136e+00
4.712500000000001243e+00 1.373670060862161479e+00
4.737500000000000711e+00 1.369949687044818676e+00
4.762500000000001066e+00 1.366208936290403964e+00
4.787500000000001421e+00 1.362448545812686929e+00
4.812500000000000888e+00 1.358669238657566058e+00
4.837500000000001243e+00 1.354871723937028483e+00
4.862500000000000711e+00 1.351056697059904277e+00
4.887500000000001066e+00 1.347224839959390685e+00
4.912500000000001421e+00 1.343376821317372460e+00
4.937500000000000888e+00 1.339513296785591390e+00
4.962500000000001243e+00 1.335634909203636589e+00
4.987500000000000711e+00 1.331742288813827946e+00
5.012500000000001066e+00 1.327836053472993383e+00
5.037500000000001421e+00 1.323916808861154593e+00
5.062500000000000888e+00 1.319985148687193410e+00
5.087500000000001243e+00 1.316041654891458856e+00
5.112500000000001599e+00 1.312086897845410993e+00
5.137500000000001066e+00 1.308121436548279615e+00
5.162500000000001421e+00 1.304145818820793945e+00
5.187500000000000888e+00 1.300160581496006662e+00
5.212500000000001243e+00 1.296166250607233117e+00
5.237500000000001599e+00 1.292163341573155266e+00
5.262500000000001066e+00 1.288152359380102974e+00
5.287500000000001421e+00 1.284133798761554424e+00
5.312500000000000888e+00 1.280108144374891177e+00
5.337500000000001243e+00 1.276075870975421189e+00
5.362500000000001599e+00 1.272037443587731520e+00
5.387500000000001066e+00 1.267993317674380727e+00
5.412500000000001421e+00 1.263943939301970909e+00
5.437500000000000888e+00 1.259889745304647812e+00
5.462500000000001243e+00 1.255831163445033649e+00
5.487500000000001599e+00 1.251768612572665695e+00
5.512500000000001066e+00 1.247702502779947542e+00
5.537500000000001421e+00 1.243633235555663852e+00
5.562500000000000888e+00 1.239561203936102807e+00
5.587500000000001243e+00 1.235486792653801347e+00
5.612500000000001599e+00 1.231410378283993801e+00
5.637500000000001066e+00 1.227332329388769683e+00
5.662500000000001421e+00 1.223253006659006825e+00
5.687500000000000888e+00 1.219172763054133801e+00
5.712500000000001243e+00 1.215091943939742514e+00
5.737500000000001599e+00 1.211010887223148647e+00
5.762500000000001066e+00 1.206929923486923517e+00
5.787500000000001421e+00 1.202849376120478819e+00
5.812500000000000888e+00 1.198769561449783305e+00
5.837500000000001243e+00 1.194690788865256259e+00
5.862500000000001599e+00 1.190613360947967880e+00
5.887500000000001066e+00 1.186537573594208750e+00
5.912500000000001421e+00 1.182463716138546284e+00
5.937500000000000888e+00 1.178392071475502956e+00
5.962500000000001243e+00 1.174322916179954213e+00
5.987500000000001599e+00 1.170256520626452357e+00
6.012500000000001066e+00 1.166193149107601634e+00
6.037500000000001421e+00 1.162133059951708569e+00
6.062500000000001776e+00 1.158076505639936471e+00
6.087500000000001243e+00 1.154023732923189716e+00
6.112500000000001599e+00 1.149974982939062196e+00
6.137500000000001066e+00 1.145930491329151479e+00
6.162500000000001421e+00 1.141890488357124145e+00
6.187500000000001776e+00 1.137855199027984598e+00
6.212500000000001243e+00 1.133824843209004785e+00
6.237500000000001599e+00 1.129799635752917641e+00
6.262500000000001066e+00 1.125779786623978929e+00
6.287500000000001421e+00 1.121765501027637724e+00
6.312500000000001776e+00 1.117756979544647367e+00
6.337500000000001243e+00 1.113754418270518576e+00
6.362500000000001599e+00 1.109758008961415410e+00
6.387500000000001066e+00 1.105767939187637605e+00
6.412500000000001421e+00 1.101784392496067744e+00
6.437500000000001776e+00 1.097807548583082049e+00
6.462500000000001243e+00 1.093837583479609910e+00
6.487500000000001599e+00 1.089874669750276581e+00
6.512500000000001066e+00 1.085918976708721173e+00
6.537500000000001421e+00 1.081970670651488886e+00
6.562500000000001776e+00 1.078029915113149828e+00
6.587500000000001243e+00 1.074096871145547194e+00
6.612500000000001599e+00 1.070171697624484386e+00
6.637500000000001066e+00 1.066254551587416222e+00
6.662500000000001421e+00 1.062345588606135482e+00
6.687500000000001776e+00 1.058444963198834632e+00
6.712500000000001243e+00 1.054552829286318216e+00
6.737500000000001599e+00 1.050669340697651721e+00
6.762500000000001066e+00 1.046794651730941217e+00
6.787500000000001421e+00 1.042928917775499009e+00
6.812500000000001776e+00 1.039072296002149676e+00
6.837500000000001243e+00 1.035224946128968426e+00
6.862500000000001599e+00 1.031387031270351473e+00
6.887500000000001954e+00 1.027558718877839228e+00
6.912500000000001421e+00 1.023740181781755521e+00
6.937500000000001776e+00 1.019931599343284034e+00
6.962500000000001243e+00 1.016133158727206887e+00
6.987500000000001599e+00 1.012345056306115376e+00
7.012500000000001954e+00 1.008567499207442486e+00
7.037500000000001421e+00 1.004800707015214956e+00
7.062500000000001776e+00 1.001044913638904132e+00
7.087500000000001243e+00 9.973003693621782517e-01
7.112500000000001599e+00 9.935673430847430376e-01
7.137500000000001954e+00 9.898461247707091015e-01
7.162500000000001421e+00 9.861370281171205621e-01
7.187500000000001776e+00 9.824403934563289420e-01
7.212500000000001243e+00 9.787565909057946989e-01
7.237500000000001599e+00 9.750860237786843632e-01
7.262500000000001954e+00 9.714291322681440910e-01
7.287500000000001421e+00 9.677863974175404671e-01
7.312500000000001776e+00 9.641583453880496757e-01
7.337500000000001243e+00 9.605455520338421760e-01
7.362500000000001599e+00 9.569486477937275692e-01
7.387500000000001954e+00 9.533683229063444342e-01
7.412500000000001421e+00 9.498053329539806189e-01
7.437500000000001776e+00 9.462605047376603240e-01
7.462500000000001243e+00 9.427347424833562028e-01
7.487500000000001599e+00 9.392290343760145710e-01
7.512500000000001954e+00 9.357444594144417316e-01
7.537500000000001421e+00 9.322821945761174955e-01
7.562500000000001776e+00 9.288435222764854782e-01
7.587500000000001243e+00 9.254298381023814413e-01
7.612500000000001599e+00 9.220426587938873597e-01
7.637500000000001954e+00 9.186836304430824329e-01
7.662500000000001421e+00 9.153545368719377961e-01
7.687500000000001776e+00 9.120573081449498964e-01
7.712500000000001243e+00 9.087940291650662417e-01
7.737500000000001599e+00 9.055669482940896797e-01
7.762500000000001954e+00 9.023784859310509665e-01
7.787500000000001421e+00 8.992312429741170510e-01
7.812500000000001776e+00 8.961280090834853329e-01
7.837500000000002132e+00 8.930717706544953893e-01
7.862500000000001599e+00 8.900657184019615809e-01
7.887500000000001954e+00 8.871132544485367255e-01
7.912500000000001421e+00 8.842179988020003600e-01
7.937500000000001776e+00 8.813837950986391778e-01
7.962500000000002132e+00 8.786147154826897676e-01
7.987500000000001599e+00 8.759150644851515510e-01
8.012500000000001066e+00 8.732893817592999319e-01
8.037500000000001421e+00 8.707424435252016925e-01
8.062500000000000000e+00 8.682792625714549350e-01
8.087500000000000355e+00 8.659050866595060514e-01
8.112500000000000711e+00 8.636253951744327084e-01
8.137500000000001066e+00 8.614458938660383147e-01
8.162500000000001421e+00 8.593725075258011881e-01
8.187500000000000000e+00 8.574113704487371646e-01
8.212500000000000355e+00 8.555688145346779239e-01
8.237500000000000711e+00 8.538513548910758866e-01
8.262500000000001066e+00 8.522656728092338208e-01
8.287500000000001421e+00 8.508185959979684965e-01
8.312500000000001776e+00 8.495170759732829646e-01
8.337500000000000355e+00 8.483681625195474973e-01
8.362500000000000711e+00 8.473789751572247120e-01
8.387500000000001066e+00 8.465566715740657777e-01
8.412500000000001421e+00 8.459084130011272906e-01
8.437500000000001776e+00 8.454413265417436429e-01
8.462500000000000355e+00 8.451624644905678663e-01
8.487500000000000711e+00 8.450787607109987443e-01
8.512500000000001066e+00 8.451969841723417920e-01
8.537500000000001421e+00 8.455236897827962395e-01
8.562500000000001776e+00 8.460651666905854018e-01
8.587500000000000355e+00 8.468273842627409564e-01
8.612500000000000711e+00 8.478159359891399571e-01
8.637500000000001066e+00 8.490359815976979974e-01
8.662500000000001421e+00 8.504921877049339551e-01
8.687500000000001776e+00 8.521886673638738863e-01
8.712500000000000355e+00 8.541289189079339650e-01
8.737500000000000711e+00 8.563157645246499694e-01
8.762500000000001066e+00 8.587512890261760345e-01
8.787500000000001421e+00 8.614367793139966478e-01
8.812500000000001776e+00 8.643726650626597507e-01
8.837500000000000355e+00 8.675584611709442617e-01
8.862500000000000711e+00 8.709927125484047128e-01
8.887500000000001066e+00 8.746729418198972983e-01
8.912500000000001421e+00 8.785956005402817404e-01
8.937500000000001776e+00 8.827560245154059126e-01
8.962500000000000355e+00 8.871483938233510891e-01
8.987500000000000711e+00 8.917656981215196232e-01
9.012500000000001066e+00 8.965997078100188533e-01
9.037500000000001421e+00 9.016409515999391777e-01
9.062500000000001776e+00 9.068787010062875353e-01
9.087500000000000355e+00 9.123009622494820947e-01
9.112500000000000711e+00 9.178944760066215514e-01
9.137500000000001066e+00 9.236447254041569854e-01
9.162500000000001421e+00 9.295359525875416251e-01
9.187500000000001776e+00 9.355511841411544571e-01
9.212500000000000355e+00 9.416722655636962092e-01
9.237500000000000711e+00 9.478799049310094871e-01
9.262500000000001066e+00 9.541537258003005562e-01
9.287500000000001421e+00 9.604723293279420204e-01
9.312500000000001776e+00 9.668133654880932681e-01
9.337500000000000355e+00 9.731536131921444399e-01
9.362500000000000711e+00 9.794690690205143380e-01
9.387500000000001066e+00 9.857350441894361381e-01
9.412500000000001421e+00 9.919262692872072851e-01
9.437500000000001776e+00 9.980170062279565268e-01
9.462500000000000355e+00 1.003981166787307977e+00
9.487500000000000711e+00 1.009792437004615850e+00
9.512500000000001066e+00 1.015424406661547208e+00
9.537500000000001421e+00 1.020850702977936120e+00
9.562500000000001776e+00 1.026045127603827822e+00
9.587500000000000355e+00 1.030981795932473410e+00
9.612500000000000711e+00 1.035635277713560454e+00
9.637500000000001066e+00 1.039980737909857567e+00
9.662500000000001421e+00 1.043994076714435781e+00
9.687500000000001776e+00 1.047652067630178818e+00
9.712500000000000355e+00 1.050932492508797056e+00
9.737500000000000711e+00 1.053814272453387657e+00
9.762500000000001066e+00 1.056277593506713908e+00
9.787500000000001421e+00 1.058304026076939186e+00
9.812500000000001776e+00 1.059876637093319474e+00
9.837500000000000355e+00 1.060980093935994129e+00
9.862500000000000711e+00 1.061600759246179804e+00
9.887500000000001066e+00 1.061726775795050592e+00
9.912500000000001421e+00 1.061348140670736351e+00
9.937500000000001776e+00 1.060456768132358896e+00
9.962500000000000355e+00 1.059046540576772388e+00
9.987500000000000711e+00 1.057113347166811046e+00
1.001250000000000107e+01 1.054655109778027677e+00
1.003750000000000142e+01 1.051671796033045725e+00
1.006250000000000178e+01 1.048165419307439672e+00
1.008750000000000213e+01 1.044140025707127828e+00
1.011250000000000071e+01 1.039601668133400603e+00
1.013750000000000107e+01 1.034558367666441603e+00
1.016250000000000142e+01 1.029020062610367603e+00
1.018750000000000178e+01 1.022998545651007785e+00
1.021250000000000213e+01 1.016507389680720852e+00
1.023750000000000071e+01 1.009561862941376953e+00
1.026250000000000107e+01 1.002178834226049808e+00
1.028750000000000142e+01 9.943766689611439613e-01
1.031250000000000178e+01 9.861751170626734675e-01
1.033750000000000213e+01 9.775951935225271061e-01
1.036250000000000071e+01 9.686590527322497257e-01
1.038750000000000107e+01 9.593898575925893235e-01
1.041250000000000142e+01 9.498116444866492314e-01
1.043750000000000178e+01 9.399491852126097280e-01
1.046250000000000213e+01 9.298278469787975009e-01
1.048750000000000071e+01 9.194734515594079616e-01
1.051250000000000107e+01 9.089121346937125701e-01
1.053750000000000142e+01 8.981702067855834581e-01
1.056250000000000178e+01 8.872740159240575242e-01
1.058750000000000213e+01 8.762498142001681201e-01
1.061250000000000071e+01 8.651236282411511880e-01
1.063750000000000107e+01 8.539211348210926644e-01
1.066250000000000142e+01 8.426675423382551378e-01
1.068750000000000178e+01 8.313874788744184396e-01
1.071250000000000213e+01 8.201048874718502857e-01
1.073750000000000071e+01 8.088429291798938658e-01
1.076250000000000107e+01 7.976238943367056633e-01
1.078750000000000142e+01 7.864691224635624867e-01
1.081250000000000178e+01 7.753989310602931173e-01
1.083750000000000213e+01 7.644325535019537154e-01
1.086250000000000071e+01 7.535880861497730177e-01
1.088750000000000107e+01 7.428824447046110668e-01
1.091250000000000142e+01 7.323313297496840679e-01
1.093750000000000178e+01 7.219492013518777895e-01
1.096250000000000213e+01 7.117492625185494193e-01
1.098750000000000071e+01 7.017434512400747559e-01
1.101250000000000107e+01 6.919424407883602024e-01
1.103750000000000142e+01 6.823556478891134036e-01
1.106250000000000178e+01 6.729912483417691549e-01
1.108750000000000213e+01 6.638561996269964904e-01
1.111250000000000071e+01 6.549562700192199660e-01
1.113750000000000107e+01 6.462960737126899335e-01
1.116250000000000142e+01 6.378791114771743542e-01
1.118750000000000178e+01 6.297078163868833345e-01
1.121250000000000213e+01 6.217836042185099776e-01
1.123750000000000071e+01 6.141069281971157645e-01
1.126250000000000107e+01 6.066773378890082391e-01
1.128750000000000142e+01 5.994935422069910258e-01
1.131250000000000178e+01 5.925534767140667736e-01
1.133750000000000213e+01 5.858543756955807424e-01
1.136250000000000071e+01 5.793928498239638847e-01
1.138750000000000107e+01 5.731649706682284684e-01
1.141250000000000142e+01 5.671663637995119078e-01
1.143750000000000178e+01 5.613923128014945974e-01
1.146250000000000213e+01 5.558378770836941429e-01
1.148750000000000071e+01 5.504980269707071550e-01
1.151250000000000107e+01 5.453678000322472741e-01
1.153750000000000142e+01 5.404424829310678913e-01
1.156250000000000178e+01 5.357178230733109503e-01
1.158750000000000213e+01 5.311902738961259418e-01
1.161250000000000071e+01 5.268572765473219510e-01
1.163750000000000107e+01 5.227175788199091011e-01
1.166250000000000142e+01 5.187715893311467541e-01
1.168750000000000178e+01 5.150217609510449046e-01
1.171250000000000213e+01 5.114729923334425665e-01
1.173750000000000071e+01 5.081330301419079154e-01
1.176250000000000107e+01 5.050128474050712413e-01
1.178750000000000142e+01 5.021269657838710598e-01
1.181250000000000178e+01 4.994936820016482315e-01
1.183750000000000213e+01 4.971351521078586355e-01
1.186250000000000071e+01 4.950772826374884583e-01
1.188750000000000107e+01 4.933493762385742221e-01
1.191250000000000142e+01 4.919834821442899964e-01
1.193750000000000178e+01 4.910134100276852265e-01
1.196250000000000213e+01 4.904733800829786383e-01
1.198750000000000249e+01 4.903963029562227738e-01
1.201250000000000107e+01 4.908117100992576143e-01
1.203750000000000142e+01 4.917433871775925835e-01
1.206250000000000178e+01 4.932067984212320511e-01
1.208750000000000213e+01 4.952064255477756083e-01
1.211250000000000249e+01 4.977331777069501362e-01
1.213750000000000107e+01 5.007620549635192209e-01
1.216250000000000142e+01 5.042502632553726993e-01
1.218750000000000178e+01 5.081359800235771829e-01
1.221250000000000213e+01 5.123379541701791329e-01
1.223750000000000249e+01 5.167560903514392123e-01
1.226250000000000107e+01 5.212731162618590153e-01
1.228750000000000142e+01 5.257573648371823838e-01
1.231250000000000178e+01 5.300666254648769282e-01
1.233750000000000213e+01 5.340529352992179346e-01
1.236250000000000249e+01 5.375681008176732556e-01
1.238750000000000107e+01 5.404696685474368323e-01
1.241250000000000142e+01 5.426270098757933757e-01
1.243750000000000178e+01 5.439271543313415336e-01
1.246250000000000213e+01 5.442800030432425329e-01
1.248750000000000249e+01 5.436225810583126261e-01
1.251250000000000107e+01 5.419220427309942023e-01
1.253750000000000142e+01 5.391772245016837051e-01
1.256250000000000178e+01 5.354186374760708800e-01
1.258750000000000213e+01 5.307068998258479553e-01
1.261250000000000249e+01 5.251297166393068538e-01
1.263750000000000107e+01 5.187976129488477417e-01
1.266250000000000142e+01 5.118387057650732874e-01
1.268750000000000178e+01 5.043928564854150975e-01
1.271250000000000213e+01 4.966055720217213976e-01
1.273750000000000249e+01 4.886220203159781228e-01
1.276250000000000107e+01 4.805814953919544386e-01
1.278750000000000142e+01 4.726126130812570714e-01
1.281250000000000178e+01 4.648294473608440280e-01
1.283750000000000213e+01 4.573287362853958871e-01
1.286250000000000249e+01 4.501882035136888782e-01
1.288750000000000107e+01 4.434659635957087231e-01
1.291250000000000142e+01 4.372009124673945646e-01
1.293750000000000178e+01 4.314139532548268985e-01
1.296250000000000213e+01 4.261098738485295523e-01
1.298750000000000249e+01 4.212796771741554869e-01
