# t[Gyr], SFR_tot/<SFR_tot>
3.062500000000000888e+00 1.297809860497440626e+00
3.087500000000000799e+00 1.297521871008226579e+00
3.112500000000000711e+00 1.297167504088198253e+00
3.137500000000000622e+00 1.296746697548688099e+00
3.162500000000000977e+00 1.296259488914645930e+00
3.187500000000000888e+00 1.295706007934308124e+00
3.212500000000000799e+00 1.295086469517488847e+00
3.237500000000000711e+00 1.294401167082724902e+00
3.262500000000000622e+00 1.293650466294037793e+00
3.287500000000000977e+00 1.292834799168607107e+00
3.312500000000000888e+00 1.291954658537264544e+00
3.337500000000000799e+00 1.291010592840268423e+00
3.362500000000000711e+00 1.290003201241468611e+00
3.387500000000000622e+00 1.288933129044548931e+00
3.412500000000000977e+00 1.287801063395673129e+00
3.437500000000000888e+00 1.286607729257474908e+00
3.462500000000000799e+00 1.285353885639923588e+00
3.487500000000000711e+00 1.284040322074218921e+00
3.512500000000001066e+00 1.282667855316462768e+00
3.537500000000000977e+00 1.281237326268422683e+00
3.562500000000000888e+00 1.279749597103308822e+00
3.587500000000000799e+00 1.278205548584986806e+00
3.612500000000000711e+00 1.276606077569654163e+00
3.637500000000001066e+00 1.274952094679485448e+00
3.662500000000000977e+00 1.273244522138285539e+00
3.687500000000000888e+00 1.271484291759689134e+00
3.712500000000000799e+00 1.269672343078886767e+00
3.737500000000000711e+00 1.267809621619360394e+00
3.762500000000001066e+00 1.265897077286517236e+00
3.787500000000000977e+00 1.263935662880551147e+00
3.812500000000000888e+00 1.261926332721275745e+00
3.837500000000000799e+00 1.259870041378024164e+00
3.862500000000000711e+00 1.257767742498137276e+00
3.887500000000001066e+00 1.255620387727871767e+00
3.912500000000000977e+00 1.253428925719921594e+00
3.937500000000000888e+00 1.251194301222073424e+00
3.962500000000000799e+00 1.248917454241811331e+00
3.987500000000001155e+00 1.246599319281982865e+00
4.012500000000001066e+00 1.244258816864741934e+00
4.037500000000000533e+00 1.241895221325176379e+00
4.062500000000000888e+00 1.239491036953843217e+00
4.087500000000001243e+00 1.237047318068900337e+00
4.112500000000000711e+00 1.234565100276710403e+00
4.137500000000001066e+00 1.232045400746191843e+00
4.162500000000001421e+00 1.229489218480879664e+00
4.187500000000000888e+00 1.226897534588646588e+00
4.212500000000001243e+00 1.224271312548983692e+00
4.237500000000000711e+00 1.221611498477825908e+00
4.262500000000001066e+00 1.218919021389841317e+00
4.287500000000001421e+00 1.216194793458135859e+00
4.312500000000000888e+00 1.213439710271366989e+00
4.337500000000001243e+00 1.210654651088165057e+00
4.362500000000000711e+00 1.207840479088902352e+00
4.387500000000001066e+00 1.204998041624719685e+00
4.412500000000001421e+00 1.202128170463817813e+00
4.437500000000000888e+00 1.199231682034989754e+00
4.462500000000001243e+00 1.196309377668354879e+00
4.487500000000000711e+00 1.193362043833307462e+00
4.512500000000001066e+00 1.190390452373647934e+00
4.537500000000001421e+00 1.187395360739890604e+00
4.562500000000000888e+00 1.184377512218755424e+00
4.587500000000001243e+00 1.181337636159812465e+00
4.612500000000000711e+00 1.178276448199308657e+00
4.637500000000001066e+00 1.175194650481154124e+00
4.662500000000001421e+00 1.172092931875076793e+00
4.687500000000000888e+00 1.168971968191965027e+00
4.712500000000001243e+00 1.165832422396370527e+00
4.737500000000000711e+00 1.162674944816222578e+00
4.762500000000001066e+00 1.159500173349729879e+00
4.787500000000001421e+00 1.156308733669490163e+00
4.812500000000000888e+00 1.153101239423842017e+00
4.837500000000001243e+00 1.149878292435427829e+00
4.862500000000000711e+00 1.146640482897034463e+00
4.887500000000001066e+00 1.143388389564691909e+00
4.912500000000001421e+00 1.140122579948054549e+00
4.937500000000000888e+00 1.136843610498107227e+00
4.962500000000001243e+00 1.133552026792173928e+00
4.987500000000000711e+00 1.130248363716288340e+00
5.012500000000001066e+00 1.126933145644928747e+00
5.037500000000001421e+00 1.123606886618131684e+00
5.062500000000000888e+00 1.120270090516037431e+00
5.087500000000001243e+00 1.116923251230844683e+00
5.112500000000001599e+00 1.113566852836248122e+00
5.137500000000001066e+00 1.110201369754341361e+00
5.162500000000001421e+00 1.106827266920034969e+00
5.187500000000000888e+00 1.103444999943010707e+00
5.212500000000001243e+00 1.100055015267222824e+00
5.237500000000001599e+00 1.096657750327996839e+00
5.262500000000001066e+00 1.093253633706732009e+00
5.287500000000001421e+00 1.089843085283241697e+00
5.312500000000000888e+00 1.086426516385766705e+00
5.337500000000001243e+00 1.083004329938667354e+00
5.362500000000001599e+00 1.079576920607851154e+00
5.387500000000001066e+00 1.076144674943940505e+00
5.412500000000001421e+00 1.072707971523220394e+00
5.437500000000000888e+00 1.069267181086397844e+00
5.462500000000001243e+00 1.065822666675187325e+00
5.487500000000001599e+00 1.062374783766777409e+00
5.512500000000001066e+00 1.058923880406185125e+00
5.537500000000001421e+00 1.055470297336545293e+00
5.562500000000000888e+00 1.052014368127366817e+00
5.587500000000001243e+00 1.048556419300773479e+00
5.612500000000001599e+00 1.045096770455794299e+00
5.637500000000001066e+00 1.041635734390710555e+00
5.662500000000001421e+00 1.038173617223513201e+00
5.687500000000000888e+00 1.034710718510520211e+00
5.712500000000001243e+00 1.031247331363168263e+00
5.737500000000001599e+00 1.027783742563061820e+00
5.762500000000001066e+00 1.024320232675302478e+00
5.787500000000001421e+00 1.020857076160164079e+00
5.812500000000000888e+00 1.017394541483183756e+00
5.837500000000001243e+00 1.013932891223703781e+00
5.862500000000001599e+00 1.010472382181979878e+00
5.887500000000001066e+00 1.007013265484901332e+00
5.912500000000001421e+00 1.003555786690428775e+00
5.937500000000000888e+00 1.000100185890864246e+00
5.962500000000001243e+00 9.966466978150310130e-01
5.987500000000001599e+00 9.931955519295442292e-01
6.012500000000001066e+00 9.897469725392757933e-01
6.037500000000001421e+00 9.863011788872039221e-01
6.062500000000001776e+00 9.828583852538422816e-01
6.087500000000001243e+00 9.794188010564394142e-01
6.112500000000001599e+00 9.759826309482331208e-01
6.137500000000001066e+00 9.725500749180138182e-01
6.162500000000001421e+00 9.691213283903279407e-01
6.187500000000001776e+00 9.656965823267001925e-01
6.212500000000001243e+00 9.622760233282668940e-01
6.237500000000001599e+00 9.588598337403299032e-01
6.262500000000001066e+00 9.554481917593458107e-01
6.287500000000001421e+00 9.520412715429759087e-01
6.312500000000001776e+00 9.486392433239074773e-01
6.337500000000001243e+00 9.452422735282063337e-01
6.362500000000001599e+00 9.418505248991397849e-01
6.387500000000001066e+00 9.384641566274354307e-01
6.412500000000001421e+00 9.350833244891508800e-01
6.437500000000001776e+00 9.317081809924232516e-01
6.462500000000001243e+00 9.283388755345282073e-01
6.487500000000001599e+00 9.249755545708923110e-01
6.512500000000001066e+00 9.216183617978340736e-01
6.537500000000001421e+00 9.182674383510668337e-01
6.562500000000001776e+00 9.149229230222182263e-01
6.587500000000001243e+00 9.115849524958286043e-01
6.612500000000001599e+00 9.082536616096353876e-01
6.637500000000001066e+00 9.049291836411709200e-01
6.662500000000001421e+00 9.016116506240620110e-01
6.687500000000001776e+00 8.983011936977456369e-01
6.712500000000001243e+00 8.949979434946568890e-01
6.737500000000001599e+00 8.917020305693710291e-01
6.762500000000001066e+00 8.884135858745383363e-01
6.787500000000001421e+00 8.851327412889146151e-01
6.812500000000001776e+00 8.818596302032231105e-01
6.837500000000001243e+00 8.785943881700364333e-01
6.862500000000001599e+00 8.753371536243813589e-01
6.887500000000001954e+00 8.720880686822144456e-01
6.912500000000001421e+00 8.688472800244610994e-01
6.937500000000001776e+00 8.656149398747801094e-01
6.962500000000001243e+00 8.623912070797371543e-01
6.987500000000001599e+00 8.591762483005561668e-01
7.012500000000001954e+00 8.559702393260850695e-01
7.037500000000001421e+00 8.527733665170699195e-01
7.062500000000001776e+00 8.495858283922480547e-01
7.087500000000001243e+00 8.464078373671208855e-01
7.112500000000001599e+00 8.432396216566029334e-01
7.137500000000001954e+00 8.400814273529482179e-01
7.162500000000001421e+00 8.369335206905278435e-01
7.187500000000001776e+00 8.337961905090720549e-01
7.212500000000001243e+00 8.306697509269035384e-01
7.237500000000001599e+00 8.275545442355080050e-01
7.262500000000001954e+00 8.244509440263733113e-01
7.287500000000001421e+00 8.213593585605289960e-01
7.312500000000001776e+00 8.182802343904450604e-01
7.337500000000001243e+00 8.152140602429865934e-01
7.362500000000001599e+00 8.121613711709479988e-01
7.387500000000001954e+00 8.091227529791791273e-01
7.412500000000001421e+00 8.060988469296208603e-01
7.437500000000001776e+00 8.030903547274848009e-01
7.462500000000001243e+00 8.000980437884597229e-01
7.487500000000001599e+00 7.971227527841324711e-01
7.512500000000001954e+00 7.941653974597233656e-01
7.537500000000001421e+00 7.912269767148554234e-01
7.562500000000001776e+00 7.883085789342478833e-01
7.587500000000001243e+00 7.854113885510679571e-01
7.612500000000001599e+00 7.825366928211239248e-01
7.637500000000001954e+00 7.796858887811355387e-01
7.662500000000001421e+00 7.768604903590458077e-01
7.687500000000001776e+00 7.740621355986847529e-01
7.712500000000001243e+00 7.712925939551221743e-01
7.737500000000001599e+00 7.685537736107970197e-01
7.762500000000001954e+00 7.658477287559736224e-01
7.787500000000001421e+00 7.631766667703543394e-01
7.812500000000001776e+00 7.605429552357905187e-01
7.837500000000002132e+00 7.579491287030538649e-01
7.862500000000001599e+00 7.553978951286524079e-01
7.887500000000001954e+00 7.528921418907177365e-01
7.912500000000001421e+00 7.504349412862729718e-01
7.937500000000001776e+00 7.480295554056339835e-01
7.962500000000002132e+00 7.456794402735880123e-01
7.987500000000001599e+00 7.433882491413379423e-01
8.012500000000001066e+00 7.411598348081299692e-01
8.037500000000001421e+00 7.389982508472121570e-01
8.062500000000000000e+00 7.369077516073110345e-01
8.087500000000000355e+00 7.348927908583775537e-01
8.112500000000000711e+00 7.329580189491088360e-01
8.137500000000001066e+00 7.311082783437216071e-01
8.162500000000001421e+00 7.293485974068850686e-01
8.187500000000000000e+00 7.276841823087137895e-01
8.212500000000000355e+00 7.261204069263339500e-01
8.237500000000000711e+00 7.246628006249984377e-01
8.262500000000001066e+00 7.233170338100297636e-01
8.287500000000001421e+00 7.220889011511493205e-01
8.312500000000001776e+00 7.209843023931155059e-01
8.337500000000000355e+00 7.200092206809528550e-01
8.362500000000000711e+00 7.191696983446380642e-01
8.387500000000001066e+00 7.184718101066882578e-01
8.412500000000001421e+00 7.179216336968204937e-01
8.437500000000001776e+00 7.175252178805873182e-01
8.462500000000000355e+00 7.172885479334875081e-01
8.487500000000000711e+00 7.172175086185318404e-01
8.512500000000001066e+00 7.173178447532767565e-01
8.537500000000001421e+00 7.175951194818294132e-01
8.562500000000001776e+00 7.180546703980686951e-01
8.587500000000000355e+00 7.187015636978916211e-01
8.612500000000000711e+00 7.195405465706263826e-01
8.637500000000001066e+00 7.205759980722530322e-01
8.662500000000001421e+00 7.218118787555968252e-01
8.687500000000001776e+00 7.232516793646941444e-01
8.712500000000000355e+00 7.248983689316562673e-01
8.737500000000000711e+00 7.267543426442540921e-01
8.762500000000001066e+00 7.288213698805016127e-01
8.787500000000001421e+00 7.311005428324161004e-01
8.812500000000001776e+00 7.335922261643617048e-01
8.837500000000000355e+00 7.362960081714116090e-01
8.862500000000000711e+00 7.392106539197434989e-01
8.887500000000001066e+00 7.423340608635226046e-01
8.912500000000001421e+00 7.456632174408667213e-01
8.937500000000001776e+00 7.491941651548110759e-01
8.962500000000000355e+00 7.529219646433776836e-01
8.987500000000000711e+00 7.568406662357355374e-01
9.012500000000001066e+00 7.609432854785932454e-01
9.037500000000001421e+00 7.652217840984181230e-01
9.062500000000001776e+00 7.696670568406046575e-01
9.087500000000000355e+00 7.742689245962809386e-01
9.112500000000000711e+00 7.790161341912111848e-01
9.137500000000001066e+00 7.838963651691684964e-01
9.162500000000001421e+00 7.888962438545800149e-01
9.187500000000001776e+00 7.940013649263911732e-01
9.212500000000000355e+00 7.991963206773000650e-01
9.237500000000000711e+00 8.044647380703497941e-01
9.262500000000001066e+00 8.097893236386891624e-01
9.287500000000001421e+00 8.151519162048903588e-01
9.312500000000001776e+00 8.205335473241216482e-01
9.337500000000000355e+00 8.259145092814403899e-01
9.362500000000000711e+00 8.312744303983821137e-01
9.387500000000001066e+00 8.365923573285757309e-01
9.412500000000001421e+00 8.418468439472951426e-01
9.437500000000001776e+00 8.470160463665107331e-01
9.462500000000000355e+00 8.520778235359902641e-01
9.487500000000000711e+00 8.570098428233523524e-01
9.512500000000001066e+00 8.617896899024115598e-01
9.537500000000001421e+00 8.663949822207179796e-01
9.562500000000001776e+00 8.708034852645696322e-01
9.587500000000000355e+00 8.749932307938127485e-01
9.612500000000000711e+00 8.789426361801520038e-01
9.637500000000001066e+00 8.826306239520456121e-01
9.662500000000001421e+00 8.860367406271825175e-01
9.687500000000001776e+00 8.891412739004256327e-01
9.712500000000000355e+00 8.919253672512907904e-01
9.737500000000000711e+00 8.943711310408187787e-01
9.762500000000001066e+00 8.964617491830945140e-01
9.787500000000001421e+00 8.981815805017487886e-01
9.812500000000001776e+00 8.995162539163846782e-01
9.837500000000000355e+00 9.004527566476866474e-01
9.862500000000000711e+00 9.009795146827399570e-01
9.887500000000001066e+00 9.010864648031639002e-01
9.912500000000001421e+00 9.007651175475451799e-01
9.937500000000001776e+00 9.000086105555954452e-01
9.962500000000000355e+00 8.988117518235739789e-01
9.987500000000000711e+00 8.971710524880425197e-01
1.001250000000000107e+01 8.950847488468378632e-01
1.003750000000000142e+01 8.925528134213122078e-01
1.006250000000000178e+01 8.895769549613252725e-01
1.008750000000000213e+01 8.861606073929688687e-01
1.011250000000000071e+01 8.823089078075833092e-01
1.013750000000000107e+01 8.780286636879893747e-01
1.016250000000000142e+01 8.733283096630640729e-01
1.018750000000000178e+01 8.682178541736104149e-01
1.021250000000000213e+01 8.627088165199522374e-01
1.023750000000000071e+01 8.568141548438683586e-01
1.026250000000000107e+01 8.505481856733606572e-01
1.028750000000000142e+01 8.439264957276592094e-01
1.031250000000000178e+01 8.369658467409569758e-01
1.033750000000000213e+01 8.296840741160906862e-01
1.036250000000000071e+01 8.220999802632587006e-01
1.038750000000000107e+01 8.142332235134227547e-01
1.041250000000000142e+01 8.061042035211560819e-01
1.043750000000000178e+01 7.977339440870802045e-01
1.046250000000000213e+01 7.891439743358195091e-01
1.048750000000000071e+01 7.803562091816017565e-01
1.051250000000000107e+01 7.713928300005038485e-01
1.053750000000000142e+01 7.622761664062771558e-01
1.056250000000000178e+01 7.530285799960345638e-01
1.058750000000000213e+01 7.436723508934787175e-01
1.061250000000000071e+01 7.342295678714100271e-01
1.063750000000000107e+01 7.247220227826067784e-01
1.066250000000000142e+01 7.151711099697486418e-01
1.068750000000000178e+01 7.055977312614905017e-01
1.071250000000000213e+01 6.960222070941304295e-01
1.073750000000000071e+01 6.864641942273450592e-01
1.076250000000000107e+01 6.769426104490873231e-01
1.078750000000000142e+01 6.674755665899648749e-01
1.081250000000000178e+01 6.580803060919929726e-01
1.083750000000000213e+01 6.487731523015640711e-01
1.086250000000000071e+01 6.395694635825596164e-01
1.088750000000000107e+01 6.304835962735737542e-01
1.091250000000000142e+01 6.215288754440576602e-01
1.093750000000000178e+01 6.127175733384793155e-01
1.096250000000000213e+01 6.040608953361280564e-01
1.098750000000000071e+01 5.955689731976315793e-01
1.101250000000000107e+01 5.872508653183037275e-01
1.103750000000000142e+01 5.791145636639409844e-01
1.106250000000000178e+01 5.711670070274400546e-01
1.108750000000000213e+01 5.634141002157649902e-01
1.111250000000000071e+01 5.558607387577165770e-01
1.113750000000000107e+01 5.485108387153926346e-01
1.116250000000000142e+01 5.413673711886335393e-01
1.118750000000000178e+01 5.344324011251159190e-01
1.121250000000000213e+01 5.277071300931192033e-01
1.123750000000000071e+01 5.211919427443049146e-01
1.126250000000000107e+01 5.148864567960436123e-01
1.128750000000000142e+01 5.087895765039083251e-01
1.131250000000000178e+01 5.028995497822608129e-01
1.133750000000000213e+01 4.972140293718081971e-01
1.136250000000000071e+01 4.917301387535937818e-01
1.138750000000000107e+01 4.864445438721229364e-01
1.141250000000000142e+01 4.813535321539450518e-01
1.143750000000000178e+01 4.764531007811934060e-01
1.146250000000000213e+01 4.717390566796105245e-01
1.148750000000000071e+01 4.672071311686549211e-01
1.151250000000000107e+01 4.628531126386493111e-01
1.153750000000000142e+01 4.586730008849328466e-01
1.156250000000000178e+01 4.546631867353033152e-01
1.158750000000000213e+01 4.508206602253759798e-01
1.161250000000000071e+01 4.471432496598267137e-01
1.163750000000000107e+01 4.436298922918213150e-01
1.166250000000000142e+01 4.402809349144238826e-01
1.168750000000000178e+01 4.370984592759862841e-01
1.171250000000000213e+01 4.340866228591783171e-01
1.173750000000000071e+01 4.312520002497103877e-01
1.176250000000000107e+01 4.286039042461309845e-01
1.178750000000000142e+01 4.261546593677202344e-01
1.181250000000000178e+01 4.239197940254857411e-01
1.183750000000000213e+01 4.219181120366934379e-01
1.186250000000000071e+01 4.201716002519702564e-01
1.188750000000000107e+01 4.187051277997309029e-01
1.191250000000000142e+01 4.175458948324804465e-01
1.193750000000000178e+01 4.167225955863058107e-01
1.196250000000000213e+01 4.162642727062040859e-01
1.198750000000000249e+01 4.161988574249387285e-01
1.201250000000000107e+01 4.165514130564861306e-01
1.203750000000000142e+01 4.173421264716454804e-01
1.206250000000000178e+01 4.185841221471306439e-01
1.208750000000000213e+01 4.202812037122370947e-01
1.211250000000000249e+01 4.224256557713267357e-01
1.213750000000000107e+01 4.249962609040839889e-01
1.216250000000000142e+01 4.279566998323098281e-01
1.218750000000000178e+01 4.312545038113662632e-01
1.221250000000000213e+01 4.348207151147597815e-01
1.223750000000000249e+01 4.385703829232309170e-01
1.226250000000000107e+01 4.424039783470598008e-01
1.228750000000000142e+01 4.462097556790018960e-01
1.231250000000000178e+01 4.498670209128159403e-01
1.233750000000000213e+01 4.532501981276381708e-01
1.236250000000000249e+01 4.562335156274261450e-01
1.238750000000000107e+01 4.586960732906645855e-01
1.241250000000000142e+01 4.605270067429050873e-01
1.243750000000000178e+01 4.616304380567721188e-01
1.246250000000000213e+01 4.619299004096727446e-01
1.248750000000000249e+01 4.613719470211083418e-01
1.251250000000000107e+01 4.599287018241713931e-01
1.253750000000000142e+01 4.575991773069766344e-01
1.256250000000000178e+01 4.544092682147543583e-01
1.258750000000000213e+01 4.504104211298816107e-01
1.261250000000000249e+01 4.456770712740708018e-01
1.263750000000000107e+01 4.403030211330350441e-01
1.266250000000000142e+01 4.343970034869932273e-01
1.268750000000000178e+01 4.280777185656534645e-01
1.271250000000000213e+01 4.214686579412268985e-01
1.273750000000000249e+01 4.146930255025380596e-01
1.276250000000000107e+01 4.078690399498285934e-01
1.278750000000000142e+01 4.011058574122103870e-01
1.281250000000000178e+01 3.945002923611337087e-01
1.283750000000000213e+01 3.881344462879531831e-01
1.286250000000000249e+01 3.820742831850207910e-01
1.288750000000000107e+01 3.763691248134466982e-01
1.291250000000000142e+01 3.710519821156030851e-01
1.293750000000000178e+01 3.661405955539259183e-01
1.296250000000000213e+01 3.616390286063684290e-01
1.298750000000000249e+01 3.575396454648285816e-01
