N,age,FeH,Mini,Mf,logL,logT,logg,phase,G_EDR3,GBP_EDR3,GRP_EDR3,age_WD,disk_label
1.3021220459483772e-10,13.0,-2.7,0.78193188,0.723,3.237,3.6479,0.603,8.0,-3.103,-2.361,-3.942,nan,2
1.953183076150795e-10,13.0,-2.7,0.78193194,0.721,3.015,3.6618,0.88,8.0,-2.628,-2.005,-3.388,nan,2
3.1467949520050426e-10,13.0,-2.7,0.78193206,0.718,2.855,3.6714,1.076,8.0,-2.273,-1.734,-2.975,nan,2
5.099978023337018e-10,13.0,-2.7,0.78193223,0.712,2.635,3.6846,1.346,8.0,-1.757,-1.294,-2.4,nan,2
7.161671269581943e-10,13.0,-2.7,0.78193253,0.705,2.637,3.6842,1.338,8.0,-1.763,-1.299,-2.407,nan,2
8.463793320349141e-10,13.0,-2.7,0.78193289,0.695,2.707,3.6798,1.244,8.0,-1.929,-1.442,-2.589,nan,2
9.657405196203386e-10,13.0,-2.7,0.78193331,0.684,2.893,3.6683,1.006,8.0,-2.355,-1.793,-3.073,nan,2
1.0959527246970585e-09,13.0,-2.7,0.78193378,0.671,3.063,3.6577,0.785,8.0,-2.722,-2.055,-3.513,nan,2
1.302122048839669e-09,13.0,-2.7,0.78193432,0.656,3.174,3.6507,0.636,8.0,-2.961,-2.238,-3.788,nan,2
7.161671269581943e-10,13.0,-2.7,0.78193498,0.64,3.232,3.6468,0.551,8.0,-3.082,-2.326,-3.929,nan,2
0.0,13.0,-2.7,0.84765,0.55,-15.94443,0.71733,7.94649,10.0,14.57393,14.99112,13.98618,3.875,2
1.5333126946478036e-05,13.0,-2.7,0.84765,0.55,-15.94612,0.71693,7.94657,10.0,14.57856,14.9967,13.98991,3.9,2
2.248191930980522e-05,13.0,-2.7,0.87056,0.552,-15.99353,0.70613,7.95235,10.0,14.70896,15.15292,14.09608,4.725,2
